line_idx,tts,k_theirs,k_opt,verdict,t_sec
2172,"[25, 248]",5,5,OPTIMAL,0.07
2176,"[25, 254]",5,5,OPTIMAL,0.06
2180,"[26, 31]",4,4,OPTIMAL,0.03
2184,"[26, 35]",5,5,OPTIMAL,0.06
2188,"[26, 40]",7,7,OPTIMAL,0.40
2192,"[26, 45]",7,7,OPTIMAL,0.36
2196,"[26, 49]",5,5,OPTIMAL,0.07
2200,"[26, 53]",6,6,OPTIMAL,0.11
2204,"[26, 57]",7,7,OPTIMAL,0.40
2208,"[26, 61]",7,7,OPTIMAL,0.36
2212,"[26, 65]",6,6,OPTIMAL,0.09
2216,"[26, 69]",4,4,OPTIMAL,0.02
2220,"[26, 74]",6,6,OPTIMAL,0.09
2224,"[26, 79]",5,5,OPTIMAL,0.07
2228,"[26, 83]",6,6,OPTIMAL,0.10
2232,"[26, 87]",6,6,OPTIMAL,0.11
2236,"[26, 91]",7,7,OPTIMAL,0.43
2240,"[26, 96]",6,6,OPTIMAL,0.09
2244,"[26, 100]",7,7,OPTIMAL,0.34
2248,"[26, 106]",7,7,OPTIMAL,0.49
2252,"[26, 111]",7,7,OPTIMAL,0.43
2256,"[26, 116]",6,6,OPTIMAL,0.09
2260,"[26, 120]",8,8,OPTIMAL,3.02
2264,"[26, 125]",7,7,OPTIMAL,0.98
2268,"[26, 129]",7,7,OPTIMAL,0.46
2272,"[26, 133]",7,7,OPTIMAL,0.63
2276,"[26, 138]",5,5,OPTIMAL,0.10
2280,"[26, 143]",6,6,OPTIMAL,0.11
2284,"[26, 147]",7,7,OPTIMAL,0.38
2288,"[26, 154]",6,6,OPTIMAL,0.11
2292,"[26, 158]",6,6,OPTIMAL,0.11
2296,"[26, 162]",6,6,OPTIMAL,0.11
2300,"[26, 167]",6,6,OPTIMAL,0.11
2304,"[26, 172]",6,6,OPTIMAL,0.10
2308,"[26, 176]",5,5,OPTIMAL,0.09
2312,"[26, 181]",6,6,OPTIMAL,0.10
2316,"[26, 186]",4,4,OPTIMAL,0.03
2320,"[26, 190]",6,6,OPTIMAL,0.10
2324,"[26, 194]",7,7,OPTIMAL,0.36
2328,"[26, 198]",7,7,OPTIMAL,0.61
2332,"[26, 202]",6,6,OPTIMAL,0.48
2336,"[26, 207]",4,4,OPTIMAL,0.38
2340,"[26, 211]",7,7,OPTIMAL,0.65
2344,"[26, 217]",6,6,OPTIMAL,0.10
2348,"[26, 221]",5,5,OPTIMAL,0.07
2352,"[26, 225]",6,6,OPTIMAL,0.09
2356,"[26, 230]",6,6,OPTIMAL,0.10
2360,"[26, 234]",5,5,OPTIMAL,0.06
2364,"[26, 238]",4,4,OPTIMAL,0.03
2368,"[26, 243]",5,5,OPTIMAL,0.06
2372,"[26, 247]",5,5,OPTIMAL,0.12
2376,"[26, 251]",5,5,OPTIMAL,0.10
2380,"[27, 28]",6,6,OPTIMAL,0.16
2384,"[27, 33]",6,6,OPTIMAL,0.13
2388,"[27, 39]",6,6,OPTIMAL,0.16
2392,"[27, 44]",6,6,OPTIMAL,1.08
2396,"[27, 49]",4,4,OPTIMAL,0.04
2400,"[27, 54]",7,7,OPTIMAL,0.50
2404,"[27, 59]",4,4,OPTIMAL,0.04
2408,"[27, 63]",4,4,OPTIMAL,0.03
2412,"[27, 67]",6,6,OPTIMAL,0.10
2416,"[27, 72]",6,6,OPTIMAL,0.11
2420,"[27, 77]",6,6,OPTIMAL,0.10
2424,"[27, 81]",5,5,OPTIMAL,0.07
2428,"[27, 86]",7,7,OPTIMAL,0.55
2432,"[27, 91]",5,5,OPTIMAL,0.12
2436,"[27, 96]",6,6,OPTIMAL,0.21
2440,"[27, 101]",7,7,OPTIMAL,0.48
2444,"[27, 108]",6,6,OPTIMAL,0.32
2448,"[27, 113]",6,6,OPTIMAL,0.17
2452,"[27, 118]",6,6,OPTIMAL,0.42
2456,"[27, 123]",6,6,OPTIMAL,0.10
2460,"[27, 127]",4,4,OPTIMAL,0.03
2464,"[27, 131]",6,6,OPTIMAL,0.11
2468,"[27, 136]",4,4,OPTIMAL,0.03
2472,"[27, 141]",6,6,OPTIMAL,0.10
2476,"[27, 145]",6,6,OPTIMAL,0.11
2480,"[27, 153]",5,5,OPTIMAL,0.05
2484,"[27, 157]",6,6,OPTIMAL,0.11
2488,"[27, 162]",5,5,OPTIMAL,0.08
2492,"[27, 168]",5,5,OPTIMAL,0.07
2496,"[27, 174]",5,5,OPTIMAL,0.07
2500,"[27, 178]",6,6,OPTIMAL,0.10
2504,"[27, 183]",6,6,OPTIMAL,0.10
2508,"[27, 188]",6,6,OPTIMAL,0.10
2512,"[27, 192]",4,4,OPTIMAL,0.03
2516,"[27, 196]",4,4,OPTIMAL,0.03
2520,"[27, 201]",7,7,OPTIMAL,0.71
2524,"[27, 207]",4,4,OPTIMAL,0.31
2528,"[27, 212]",6,6,OPTIMAL,0.15
2532,"[27, 219]",5,5,OPTIMAL,0.22
2536,"[27, 223]",4,4,OPTIMAL,0.06
2540,"[27, 228]",3,3,OPTIMAL,0.03
2544,"[27, 232]",6,6,OPTIMAL,0.19
2548,"[27, 237]",6,6,OPTIMAL,0.11
2552,"[27, 242]",5,5,OPTIMAL,0.06
2556,"[27, 246]",6,6,OPTIMAL,0.14
2560,"[27, 250]",4,4,OPTIMAL,0.02
2564,"[27, 254]",4,4,OPTIMAL,0.03
2568,"[30, 34]",5,5,OPTIMAL,0.08
2572,"[30, 38]",7,7,OPTIMAL,0.40
2576,"[30, 42]",6,6,OPTIMAL,0.12
2580,"[30, 46]",6,6,OPTIMAL,0.11
2584,"[30, 50]",5,5,OPTIMAL,0.06
2588,"[30, 54]",7,7,OPTIMAL,0.34
2592,"[30, 58]",7,7,OPTIMAL,0.37
2596,"[30, 62]",6,6,OPTIMAL,0.51
2600,"[30, 98]",7,7,OPTIMAL,0.76
2604,"[30, 104]",8,8,OPTIMAL,3.92
2608,"[30, 110]",7,7,OPTIMAL,0.36
2612,"[30, 114]",7,7,OPTIMAL,1.01
2616,"[30, 120]",8,8,OPTIMAL,2.89
2620,"[30, 126]",7,7,OPTIMAL,0.32
2624,"[30, 130]",7,7,OPTIMAL,0.45
2628,"[30, 136]",5,5,OPTIMAL,0.07
2632,"[30, 142]",6,6,OPTIMAL,0.10
2636,"[30, 146]",8,8,OPTIMAL,3.05
2640,"[30, 152]",6,6,OPTIMAL,0.09
2644,"[30, 158]",6,6,OPTIMAL,0.12
2648,"[30, 162]",6,6,OPTIMAL,0.09
2652,"[30, 166]",8,8,OPTIMAL,3.88
2656,"[30, 171]",5,5,OPTIMAL,0.06
2660,"[30, 175]",5,5,OPTIMAL,0.06
2664,"[30, 179]",6,6,OPTIMAL,0.10
2668,"[30, 183]",7,7,OPTIMAL,598.58
2672,"[30, 187]",5,5,OPTIMAL,0.12
2676,"[30, 191]",5,5,OPTIMAL,0.10
2680,"[30, 227]",6,6,OPTIMAL,0.14
2684,"[30, 233]",6,6,OPTIMAL,0.11
2688,"[30, 239]",4,4,OPTIMAL,0.04
2692,"[30, 246]",7,7,OPTIMAL,0.31
2696,"[30, 250]",5,5,OPTIMAL,0.04
2700,"[31, 33]",5,5,OPTIMAL,0.04
2704,"[31, 37]",5,5,OPTIMAL,0.04
2708,"[31, 41]",7,7,OPTIMAL,0.24
2712,"[31, 45]",6,6,OPTIMAL,0.04
2716,"[31, 49]",4,4,OPTIMAL,0.01
2720,"[31, 53]",5,5,OPTIMAL,0.02
2724,"[31, 57]",6,6,OPTIMAL,0.04
2728,"[31, 61]",6,6,OPTIMAL,0.04
2732,"[31, 97]",6,6,OPTIMAL,0.03
2736,"[31, 103]",5,5,OPTIMAL,0.02
2740,"[31, 110]",5,5,OPTIMAL,0.02
2744,"[31, 114]",5,5,OPTIMAL,0.02
2748,"[31, 120]",6,6,OPTIMAL,0.03
2752,"[31, 126]",6,6,OPTIMAL,0.04
2756,"[31, 130]",6,6,OPTIMAL,0.04
2760,"[31, 136]",3,3,OPTIMAL,0.00
2764,"[31, 142]",5,5,OPTIMAL,0.02
2768,"[31, 147]",5,5,OPTIMAL,0.03
2772,"[31, 153]",4,4,OPTIMAL,0.01
2776,"[31, 159]",4,4,OPTIMAL,0.01
2780,"[31, 163]",5,5,OPTIMAL,0.02
2784,"[31, 167]",6,6,OPTIMAL,0.04
2788,"[31, 172]",5,5,OPTIMAL,0.02
2792,"[31, 176]",4,4,OPTIMAL,0.01
2796,"[31, 180]",6,6,OPTIMAL,0.04
2800,"[31, 184]",5,5,OPTIMAL,0.02
2804,"[31, 188]",5,5,OPTIMAL,0.02
2808,"[31, 224]",2,2,OPTIMAL,0.00
2812,"[31, 230]",5,5,OPTIMAL,0.02
2816,"[31, 234]",3,3,OPTIMAL,0.00
2820,"[31, 241]",3,3,OPTIMAL,0.01
2824,"[31, 247]",4,4,OPTIMAL,0.01
2828,"[31, 251]",4,4,OPTIMAL,0.01
2832,"[40, 43]",5,5,OPTIMAL,0.02
2836,"[40, 47]",5,5,OPTIMAL,0.02
2840,"[40, 63]",4,4,OPTIMAL,0.01
2844,"[40, 67]",6,6,OPTIMAL,0.04
2848,"[40, 71]",6,6,OPTIMAL,0.04
2852,"[40, 75]",7,7,OPTIMAL,0.19
2856,"[40, 79]",6,6,OPTIMAL,0.04
2860,"[40, 87]",4,4,OPTIMAL,0.01
2864,"[40, 91]",7,7,OPTIMAL,0.15
2868,"[40, 95]",5,5,OPTIMAL,0.05
2872,"[40, 107]",7,7,OPTIMAL,0.19
2876,"[40, 111]",6,6,OPTIMAL,0.04
2880,"[40, 127]",5,5,OPTIMAL,0.02
2884,"[40, 131]",5,5,OPTIMAL,0.02
2888,"[40, 135]",5,5,OPTIMAL,0.02
2892,"[40, 139]",6,6,OPTIMAL,0.04
2896,"[40, 143]",5,5,OPTIMAL,0.03
2900,"[40, 151]",6,6,OPTIMAL,0.04
2904,"[40, 155]",7,7,OPTIMAL,0.12
2908,"[40, 159]",6,6,OPTIMAL,0.04
2912,"[40, 172]",6,6,OPTIMAL,0.04
2916,"[40, 188]",6,6,OPTIMAL,0.04
2920,"[40, 192]",4,4,OPTIMAL,0.01
2924,"[40, 196]",5,5,OPTIMAL,0.02
2928,"[40, 200]",6,6,OPTIMAL,0.04
2932,"[40, 205]",6,6,OPTIMAL,0.04
2936,"[40, 213]",4,4,OPTIMAL,0.01
2940,"[40, 217]",7,7,OPTIMAL,0.18
2944,"[40, 221]",5,5,OPTIMAL,0.02
2948,"[40, 233]",7,7,OPTIMAL,0.17
2952,"[40, 237]",6,6,OPTIMAL,0.03
2956,"[40, 253]",5,5,OPTIMAL,0.02
2960,"[41, 44]",7,7,OPTIMAL,0.13
2964,"[41, 61]",6,6,OPTIMAL,0.03
2968,"[41, 66]",8,8,OPTIMAL,1.01
2972,"[41, 72]",7,7,OPTIMAL,0.15
2976,"[41, 84]",6,6,OPTIMAL,0.04
2980,"[41, 89]",8,8,OPTIMAL,1.10
2984,"[41, 105]",7,7,OPTIMAL,0.15
2988,"[41, 111]",7,7,OPTIMAL,0.19
2992,"[41, 128]",7,7,OPTIMAL,0.16
2996,"[41, 134]",7,7,OPTIMAL,0.13
3000,"[41, 140]",7,7,OPTIMAL,0.17
3004,"[41, 153]",6,6,OPTIMAL,0.03
3008,"[41, 168]",6,6,OPTIMAL,0.04
3012,"[41, 174]",7,7,OPTIMAL,0.17
3016,"[41, 191]",7,7,OPTIMAL,0.15
3020,"[41, 196]",6,6,OPTIMAL,0.04
3024,"[41, 201]",8,8,OPTIMAL,1.20
3028,"[41, 214]",6,6,OPTIMAL,0.04
3032,"[41, 220]",6,6,OPTIMAL,0.04
3036,"[41, 233]",7,7,OPTIMAL,0.13
3040,"[41, 238]",7,7,OPTIMAL,0.35
3044,"[41, 254]",6,6,OPTIMAL,0.04
3048,"[42, 46]",4,4,OPTIMAL,0.01
3052,"[42, 62]",5,5,OPTIMAL,0.02
3056,"[42, 66]",6,6,OPTIMAL,0.04
3060,"[42, 70]",6,6,OPTIMAL,0.04
3064,"[42, 74]",5,5,OPTIMAL,0.02
3068,"[42, 78]",5,5,OPTIMAL,0.02
3072,"[42, 86]",6,6,OPTIMAL,0.04
3076,"[42, 90]",5,5,OPTIMAL,0.02
3080,"[42, 94]",6,6,OPTIMAL,0.04
3084,"[42, 106]",4,4,OPTIMAL,0.01
3088,"[42, 111]",5,5,OPTIMAL,0.03
3092,"[42, 127]",3,3,OPTIMAL,0.01
3096,"[42, 131]",5,5,OPTIMAL,0.03
3100,"[42, 136]",3,3,OPTIMAL,0.01
3104,"[42, 140]",4,4,OPTIMAL,0.01
3108,"[42, 148]",6,6,OPTIMAL,0.04
3112,"[42, 152]",6,6,OPTIMAL,0.04
3116,"[42, 156]",6,6,OPTIMAL,0.04
3120,"[42, 168]",4,4,OPTIMAL,0.01
3124,"[42, 173]",6,6,OPTIMAL,0.04
3128,"[42, 189]",6,6,OPTIMAL,0.04
3132,"[42, 193]",5,5,OPTIMAL,0.03
3136,"[42, 197]",4,4,OPTIMAL,0.01
3140,"[42, 201]",6,6,OPTIMAL,0.04
3144,"[42, 206]",4,4,OPTIMAL,0.01
3148,"[42, 214]",6,6,OPTIMAL,0.05
3152,"[42, 218]",5,5,OPTIMAL,0.03
3156,"[42, 222]",6,6,OPTIMAL,0.05
3160,"[42, 234]",3,3,OPTIMAL,0.00
3164,"[42, 238]",3,3,OPTIMAL,0.00
3168,"[42, 254]",4,4,OPTIMAL,0.01
3172,"[43, 60]",5,5,OPTIMAL,0.02
3176,"[43, 66]",7,7,OPTIMAL,0.15
3180,"[43, 72]",6,6,OPTIMAL,0.03
3184,"[43, 78]",6,6,OPTIMAL,0.03
3188,"[43, 86]",6,6,OPTIMAL,0.04
3192,"[43, 91]",6,6,OPTIMAL,0.04
3196,"[43, 105]",7,7,OPTIMAL,0.13
3200,"[43, 111]",5,5,OPTIMAL,0.02
3204,"[43, 128]",5,5,OPTIMAL,0.02
3208,"[43, 135]",7,7,OPTIMAL,0.15
3212,"[43, 140]",5,5,OPTIMAL,0.02
3216,"[43, 148]",6,6,OPTIMAL,0.04
3220,"[43, 153]",5,5,OPTIMAL,0.01
3224,"[43, 168]",5,5,OPTIMAL,0.02
3228,"[43, 174]",6,6,OPTIMAL,0.04
3232,"[43, 191]",5,5,OPTIMAL,0.02
3236,"[43, 197]",6,6,OPTIMAL,0.03
3240,"[43, 202]",6,6,OPTIMAL,0.03
3244,"[43, 212]",4,4,OPTIMAL,0.01
3248,"[43, 216]",6,6,OPTIMAL,0.03
3252,"[43, 221]",4,4,OPTIMAL,0.01
3256,"[43, 234]",5,5,OPTIMAL,0.02
3260,"[43, 238]",5,5,OPTIMAL,0.02
3264,"[43, 254]",5,5,OPTIMAL,0.02
3268,"[44, 48]",4,4,OPTIMAL,0.01
3272,"[44, 52]",6,6,OPTIMAL,0.03
3276,"[44, 57]",7,7,OPTIMAL,0.13
3280,"[44, 61]",6,6,OPTIMAL,0.03
3284,"[44, 65]",6,6,OPTIMAL,0.04
3288,"[44, 69]",5,5,OPTIMAL,0.03
3292,"[44, 74]",6,6,OPTIMAL,0.03
3296,"[44, 79]",6,6,OPTIMAL,0.04
3300,"[44, 83]",5,5,OPTIMAL,0.02
3304,"[44, 87]",5,5,OPTIMAL,0.02
3308,"[44, 91]",6,6,OPTIMAL,0.03
3312,"[44, 95]",4,4,OPTIMAL,0.01
3316,"[44, 101]",6,6,OPTIMAL,0.03
3320,"[44, 105]",7,7,OPTIMAL,0.13
3324,"[44, 110]",7,7,OPTIMAL,0.12
3328,"[44, 115]",6,6,OPTIMAL,0.04
3332,"[44, 120]",7,7,OPTIMAL,0.14
3336,"[44, 124]",6,6,OPTIMAL,0.03
3340,"[44, 128]",5,5,OPTIMAL,0.02
3344,"[44, 132]",7,7,OPTIMAL,0.16
3348,"[44, 136]",5,5,OPTIMAL,0.02
3352,"[44, 141]",6,6,OPTIMAL,0.03
3356,"[44, 146]",6,6,OPTIMAL,0.03
3360,"[44, 151]",7,7,OPTIMAL,0.14
3364,"[44, 156]",7,7,OPTIMAL,0.17
3368,"[44, 161]",7,7,OPTIMAL,0.16
3372,"[44, 165]",6,6,OPTIMAL,0.03
3376,"[44, 169]",7,7,OPTIMAL,0.14
3380,"[44, 174]",5,5,OPTIMAL,0.02
3384,"[44, 179]",5,5,OPTIMAL,0.02
3388,"[44, 184]",6,6,OPTIMAL,0.03
3392,"[44, 188]",7,7,OPTIMAL,0.15
3396,"[44, 192]",4,4,OPTIMAL,0.01
3400,"[44, 196]",6,6,OPTIMAL,0.04
3404,"[44, 200]",6,6,OPTIMAL,0.04
3408,"[44, 206]",5,5,OPTIMAL,0.02
3412,"[44, 210]",6,6,OPTIMAL,0.04
3416,"[44, 215]",5,5,OPTIMAL,0.02
3420,"[44, 220]",5,5,OPTIMAL,0.02
3424,"[44, 224]",5,5,OPTIMAL,0.02
3428,"[44, 228]",6,6,OPTIMAL,0.03
3432,"[44, 232]",6,6,OPTIMAL,0.03
3436,"[44, 237]",6,6,OPTIMAL,0.04
3440,"[44, 242]",5,5,OPTIMAL,0.02
3444,"[44, 246]",7,7,OPTIMAL,0.19
3448,"[44, 250]",5,5,OPTIMAL,0.02
3452,"[44, 254]",5,5,OPTIMAL,0.02
3456,"[45, 49]",5,5,OPTIMAL,0.02
3460,"[45, 53]",7,7,OPTIMAL,0.17
3464,"[45, 57]",7,7,OPTIMAL,0.13
3468,"[45, 61]",6,6,OPTIMAL,0.04
3472,"[45, 65]",7,7,OPTIMAL,0.17
3476,"[45, 69]",6,6,OPTIMAL,0.04
3480,"[45, 73]",8,8,OPTIMAL,1.17
3484,"[45, 77]",6,6,OPTIMAL,0.04
3488,"[45, 81]",6,6,OPTIMAL,0.05
3492,"[45, 85]",4,4,OPTIMAL,0.03
3496,"[45, 89]",8,8,OPTIMAL,1.35
3500,"[45, 93]",5,5,OPTIMAL,0.03
3504,"[45, 97]",8,8,OPTIMAL,1.12
3508,"[45, 101]",7,7,OPTIMAL,0.19
3512,"[45, 105]",8,8,OPTIMAL,1.00
3516,"[45, 109]",6,6,OPTIMAL,0.04
3520,"[45, 113]",7,7,OPTIMAL,0.18
3524,"[45, 117]",5,5,OPTIMAL,0.02
3528,"[45, 121]",8,8,OPTIMAL,1.18
3532,"[45, 125]",5,5,OPTIMAL,0.02
3536,"[45, 129]",8,8,OPTIMAL,1.27
3540,"[45, 133]",7,7,OPTIMAL,0.17
3544,"[45, 137]",7,7,OPTIMAL,0.16
3548,"[45, 141]",6,6,OPTIMAL,0.05
3552,"[45, 145]",7,7,OPTIMAL,0.20
3556,"[45, 149]",8,8,OPTIMAL,1.53
3560,"[45, 153]",6,6,OPTIMAL,0.03
3564,"[45, 157]",7,7,OPTIMAL,0.17
3568,"[45, 161]",7,7,OPTIMAL,0.16
3572,"[45, 165]",6,6,OPTIMAL,0.03
3576,"[45, 169]",7,7,OPTIMAL,0.16
3580,"[45, 174]",6,6,OPTIMAL,0.06
3584,"[45, 178]",6,6,OPTIMAL,0.05
3588,"[45, 182]",8,8,OPTIMAL,1.56
3592,"[45, 186]",6,6,OPTIMAL,0.04
3596,"[45, 190]",7,7,OPTIMAL,0.20
3600,"[45, 194]",6,6,OPTIMAL,0.04
3604,"[45, 198]",7,7,OPTIMAL,0.12
3608,"[45, 202]",7,7,OPTIMAL,0.15
3612,"[45, 207]",5,5,OPTIMAL,0.03
3616,"[45, 211]",6,6,OPTIMAL,0.04
3620,"[45, 215]",5,5,OPTIMAL,0.03
3624,"[45, 219]",7,7,OPTIMAL,0.13
3628,"[45, 223]",4,4,OPTIMAL,0.02
3632,"[45, 227]",7,7,OPTIMAL,0.14
3636,"[45, 231]",8,8,OPTIMAL,1.35
3640,"[45, 235]",7,7,OPTIMAL,0.15
3644,"[45, 239]",5,5,OPTIMAL,0.02
3648,"[45, 244]",6,6,OPTIMAL,0.04
3652,"[45, 248]",6,6,OPTIMAL,0.04
3656,"[45, 252]",5,5,OPTIMAL,0.02
3660,"[46, 48]",4,4,OPTIMAL,0.01
3664,"[46, 54]",7,7,OPTIMAL,0.18
3668,"[46, 58]",5,5,OPTIMAL,0.02
3672,"[46, 62]",5,5,OPTIMAL,0.02
3676,"[46, 66]",7,7,OPTIMAL,0.14
3680,"[46, 70]",6,6,OPTIMAL,0.04
3684,"[46, 75]",7,7,OPTIMAL,0.12
3688,"[46, 79]",5,5,OPTIMAL,0.02
3692,"[46, 84]",5,5,OPTIMAL,0.02
3696,"[46, 88]",6,6,OPTIMAL,0.03
3700,"[46, 93]",4,4,OPTIMAL,0.01
3704,"[46, 98]",6,6,OPTIMAL,0.03
3708,"[46, 103]",6,6,OPTIMAL,0.03
3712,"[46, 110]",5,5,OPTIMAL,0.02
3716,"[46, 115]",5,5,OPTIMAL,0.02
3720,"[46, 120]",7,7,OPTIMAL,0.14
3724,"[46, 126]",5,5,OPTIMAL,0.02
3728,"[46, 130]",6,6,OPTIMAL,0.04
3732,"[46, 136]",4,4,OPTIMAL,0.01
3736,"[46, 142]",6,6,OPTIMAL,0.03
3740,"[46, 147]",7,7,OPTIMAL,0.13
3744,"[46, 153]",5,5,OPTIMAL,0.02
3748,"[46, 159]",6,6,OPTIMAL,0.04
3752,"[46, 164]",6,6,OPTIMAL,0.03
3756,"[46, 168]",5,5,OPTIMAL,0.02
3760,"[46, 174]",4,4,OPTIMAL,0.01
3764,"[46, 178]",6,6,OPTIMAL,0.03
3768,"[46, 183]",7,7,OPTIMAL,0.16
3772,"[46, 187]",4,4,OPTIMAL,0.01
3776,"[46, 191]",4,4,OPTIMAL,0.01
3780,"[46, 195]",5,5,OPTIMAL,0.01
3784,"[46, 199]",6,6,OPTIMAL,0.03
3788,"[46, 206]",5,5,OPTIMAL,0.02
3792,"[46, 210]",6,6,OPTIMAL,0.03
3796,"[46, 215]",6,6,OPTIMAL,0.04
3800,"[46, 220]",5,5,OPTIMAL,0.02
3804,"[46, 224]",4,4,OPTIMAL,0.01
3808,"[46, 229]",6,6,OPTIMAL,0.03
3812,"[46, 234]",4,4,OPTIMAL,0.01
3816,"[46, 238]",3,3,OPTIMAL,0.00
3820,"[46, 243]",3,3,OPTIMAL,0.00
3824,"[46, 247]",4,4,OPTIMAL,0.01
3828,"[46, 251]",4,4,OPTIMAL,0.01
3832,"[47, 48]",3,3,OPTIMAL,0.00
3836,"[47, 52]",6,6,OPTIMAL,0.03
3840,"[47, 56]",6,6,OPTIMAL,0.04
3844,"[47, 60]",5,5,OPTIMAL,0.02
3848,"[47, 64]",4,4,OPTIMAL,0.01
3852,"[47, 68]",3,3,OPTIMAL,0.00
3856,"[47, 72]",6,6,OPTIMAL,0.04
3860,"[47, 76]",4,4,OPTIMAL,0.01
3864,"[47, 80]",3,3,OPTIMAL,0.00
3868,"[47, 84]",4,4,OPTIMAL,0.01
3872,"[47, 88]",6,6,OPTIMAL,0.04
3876,"[47, 92]",5,5,OPTIMAL,0.03
3880,"[47, 96]",5,5,OPTIMAL,0.03
3884,"[47, 101]",5,5,OPTIMAL,0.02
3888,"[47, 106]",5,5,OPTIMAL,0.03
3892,"[47, 111]",4,4,OPTIMAL,0.01
3896,"[47, 115]",4,4,OPTIMAL,0.01
3900,"[47, 119]",3,3,OPTIMAL,0.01
3904,"[47, 123]",6,6,OPTIMAL,0.04
3908,"[47, 127]",3,3,OPTIMAL,0.01
3912,"[47, 131]",5,5,OPTIMAL,0.02
3916,"[47, 135]",6,6,OPTIMAL,0.04
3920,"[47, 139]",5,5,OPTIMAL,0.02
3924,"[47, 143]",4,4,OPTIMAL,0.01
3928,"[47, 148]",6,6,OPTIMAL,0.04
3932,"[47, 153]",4,4,OPTIMAL,0.01
3936,"[47, 157]",5,5,OPTIMAL,0.02
3940,"[47, 162]",4,4,OPTIMAL,0.01
3944,"[47, 166]",6,6,OPTIMAL,0.04
3948,"[47, 171]",4,4,OPTIMAL,0.01
3952,"[47, 175]",3,3,OPTIMAL,0.00
3956,"[47, 179]",4,4,OPTIMAL,0.01
3960,"[47, 183]",6,6,OPTIMAL,0.04
3964,"[47, 187]",3,3,OPTIMAL,0.00
3968,"[47, 191]",4,4,OPTIMAL,0.01
3972,"[47, 195]",5,5,OPTIMAL,0.02
3976,"[47, 199]",6,6,OPTIMAL,0.04
3980,"[47, 203]",6,6,OPTIMAL,0.04
3984,"[47, 208]",2,2,OPTIMAL,0.00
3988,"[47, 212]",4,4,OPTIMAL,0.01
3992,"[47, 216]",4,4,OPTIMAL,0.01
3996,"[47, 220]",3,3,OPTIMAL,0.00
4000,"[47, 224]",4,4,OPTIMAL,0.01
4004,"[47, 228]",5,5,OPTIMAL,0.02
4008,"[47, 232]",6,6,OPTIMAL,0.04
4012,"[47, 236]",4,4,OPTIMAL,0.01
4016,"[47, 241]",4,4,OPTIMAL,0.01
4020,"[47, 245]",3,3,OPTIMAL,0.00
4024,"[47, 249]",5,5,OPTIMAL,0.02
4028,"[47, 253]",3,3,OPTIMAL,0.00
4032,"[60, 63]",3,3,OPTIMAL,0.00
4036,"[60, 67]",5,5,OPTIMAL,0.02
4040,"[60, 71]",5,5,OPTIMAL,0.01
4044,"[60, 75]",6,6,OPTIMAL,0.03
4048,"[60, 79]",5,5,OPTIMAL,0.02
4052,"[60, 87]",4,4,OPTIMAL,0.01
4056,"[60, 91]",6,6,OPTIMAL,0.03
4060,"[60, 95]",4,4,OPTIMAL,0.01
4064,"[60, 107]",6,6,OPTIMAL,0.03
4068,"[60, 111]",7,7,OPTIMAL,0.19
4072,"[60, 127]",4,4,OPTIMAL,0.01
4076,"[60, 131]",5,5,OPTIMAL,0.02
4080,"[60, 135]",6,6,OPTIMAL,0.04
4084,"[60, 139]",5,5,OPTIMAL,0.02
4088,"[60, 143]",5,5,OPTIMAL,0.02
4092,"[60, 151]",6,6,OPTIMAL,0.03
4096,"[60, 155]",6,6,OPTIMAL,0.03
4100,"[60, 159]",7,7,OPTIMAL,0.26
4104,"[60, 172]",5,5,OPTIMAL,0.02
4108,"[60, 188]",5,5,OPTIMAL,0.02
4112,"[60, 192]",3,3,OPTIMAL,0.01
4116,"[60, 196]",5,5,OPTIMAL,0.02
4120,"[60, 200]",5,5,OPTIMAL,0.02
4124,"[60, 205]",5,5,OPTIMAL,0.02
4128,"[60, 213]",4,4,OPTIMAL,0.01
4132,"[60, 217]",6,6,OPTIMAL,0.03
4136,"[60, 221]",4,4,OPTIMAL,0.01
4140,"[60, 233]",6,6,OPTIMAL,0.03
4144,"[60, 237]",7,7,OPTIMAL,0.20
4148,"[60, 253]",4,4,OPTIMAL,0.01
4152,"[61, 64]",5,5,OPTIMAL,0.03
4156,"[61, 68]",5,5,OPTIMAL,0.03
4160,"[61, 75]",8,8,OPTIMAL,1.18
4164,"[61, 79]",6,6,OPTIMAL,0.04
4168,"[61, 87]",5,5,OPTIMAL,0.03
4172,"[61, 91]",6,6,OPTIMAL,0.03
4176,"[61, 95]",5,5,OPTIMAL,0.03
4180,"[61, 108]",7,7,OPTIMAL,0.16
4184,"[61, 124]",6,6,OPTIMAL,0.04
4188,"[61, 128]",5,5,OPTIMAL,0.03
4192,"[61, 132]",7,7,OPTIMAL,0.18
4196,"[61, 136]",5,5,OPTIMAL,0.03
4200,"[61, 140]",6,6,OPTIMAL,0.04
4204,"[61, 149]",7,7,OPTIMAL,0.14
4208,"[61, 153]",6,6,OPTIMAL,0.04
4212,"[61, 157]",6,6,OPTIMAL,0.04
4216,"[61, 171]",5,5,OPTIMAL,0.02
4220,"[61, 189]",6,6,OPTIMAL,0.04
4224,"[61, 193]",6,6,OPTIMAL,0.04
4228,"[61, 197]",6,6,OPTIMAL,0.04
4232,"[61, 201]",7,7,OPTIMAL,0.18
4236,"[61, 206]",4,4,OPTIMAL,0.01
