line_idx,tts,k_theirs,k_opt,verdict,t_sec
410,"[3, 159]",5,5,OPTIMAL,0.07
414,"[3, 172]",3,3,OPTIMAL,0.03
418,"[3, 188]",4,4,OPTIMAL,0.03
422,"[3, 192]",2,2,OPTIMAL,0.02
426,"[3, 196]",3,3,OPTIMAL,0.03
430,"[3, 200]",3,3,OPTIMAL,0.02
434,"[3, 205]",3,3,OPTIMAL,0.02
438,"[3, 213]",3,3,OPTIMAL,0.02
442,"[3, 217]",5,5,OPTIMAL,0.07
446,"[3, 221]",2,2,OPTIMAL,0.02
450,"[3, 233]",6,6,OPTIMAL,0.11
454,"[3, 237]",5,5,OPTIMAL,0.09
458,"[3, 253]",2,2,OPTIMAL,0.02
462,"[6, 9]",5,5,OPTIMAL,0.07
466,"[6, 15]",4,4,OPTIMAL,0.04
470,"[6, 19]",6,6,OPTIMAL,0.11
474,"[6, 25]",5,5,OPTIMAL,0.08
478,"[6, 31]",5,5,OPTIMAL,0.07
482,"[6, 35]",6,6,OPTIMAL,0.12
486,"[6, 39]",6,6,OPTIMAL,0.11
490,"[6, 43]",6,6,OPTIMAL,0.10
494,"[6, 47]",5,5,OPTIMAL,0.06
498,"[6, 51]",4,4,OPTIMAL,0.03
502,"[6, 55]",5,5,OPTIMAL,0.07
506,"[6, 59]",5,5,OPTIMAL,0.07
510,"[6, 63]",5,5,OPTIMAL,0.10
514,"[6, 99]",7,7,OPTIMAL,0.41
518,"[6, 105]",6,6,OPTIMAL,0.09
522,"[6, 111]",5,5,OPTIMAL,0.06
526,"[6, 115]",6,6,OPTIMAL,0.11
530,"[6, 121]",6,6,OPTIMAL,0.10
534,"[6, 127]",5,5,OPTIMAL,0.07
538,"[6, 131]",7,7,OPTIMAL,0.47
542,"[6, 137]",5,5,OPTIMAL,0.07
546,"[6, 143]",5,5,OPTIMAL,0.07
550,"[6, 147]",7,7,OPTIMAL,0.44
554,"[6, 153]",4,4,OPTIMAL,0.03
558,"[6, 159]",5,5,OPTIMAL,0.07
562,"[6, 163]",7,7,OPTIMAL,0.44
566,"[6, 167]",6,6,OPTIMAL,0.14
570,"[6, 172]",6,6,OPTIMAL,0.13
574,"[6, 176]",5,5,OPTIMAL,0.08
578,"[6, 180]",7,7,OPTIMAL,0.59
582,"[6, 184]",6,6,OPTIMAL,0.11
586,"[6, 188]",7,7,OPTIMAL,0.68
590,"[6, 224]",5,5,OPTIMAL,0.10
594,"[6, 230]",5,5,OPTIMAL,0.07
598,"[6, 234]",6,6,OPTIMAL,0.14
602,"[6, 241]",4,4,OPTIMAL,0.04
606,"[6, 247]",5,5,OPTIMAL,0.10
610,"[6, 251]",5,5,OPTIMAL,0.10
614,"[7, 10]",3,3,OPTIMAL,0.03
618,"[7, 16]",4,4,OPTIMAL,0.03
622,"[7, 22]",6,6,OPTIMAL,0.14
626,"[7, 26]",6,6,OPTIMAL,0.11
630,"[7, 32]",4,4,OPTIMAL,0.03
634,"[7, 36]",6,6,OPTIMAL,0.14
638,"[7, 40]",5,5,OPTIMAL,0.10
642,"[7, 45]",6,6,OPTIMAL,0.13
646,"[7, 49]",4,4,OPTIMAL,0.02
650,"[7, 53]",5,5,OPTIMAL,0.08
654,"[7, 57]",5,5,OPTIMAL,0.09
658,"[7, 61]",5,5,OPTIMAL,0.08
662,"[7, 97]",7,7,OPTIMAL,0.52
666,"[7, 103]",5,5,OPTIMAL,0.07
670,"[7, 107]",7,7,OPTIMAL,0.50
674,"[7, 113]",5,5,OPTIMAL,0.06
678,"[7, 119]",2,2,OPTIMAL,0.01
682,"[7, 123]",5,5,OPTIMAL,0.07
686,"[7, 129]",6,6,OPTIMAL,0.10
690,"[7, 135]",4,4,OPTIMAL,0.02
694,"[7, 139]",4,4,OPTIMAL,0.03
698,"[7, 145]",5,5,OPTIMAL,0.06
702,"[7, 151]",6,6,OPTIMAL,0.13
706,"[7, 155]",5,5,OPTIMAL,0.07
710,"[7, 161]",6,6,OPTIMAL,0.11
714,"[7, 165]",5,5,OPTIMAL,0.06
718,"[7, 169]",5,5,OPTIMAL,0.06
722,"[7, 174]",4,4,OPTIMAL,0.02
726,"[7, 178]",6,6,OPTIMAL,0.10
730,"[7, 183]",5,5,OPTIMAL,0.06
734,"[7, 187]",3,3,OPTIMAL,0.01
738,"[7, 191]",4,4,OPTIMAL,0.02
742,"[7, 227]",6,6,OPTIMAL,0.10
746,"[7, 233]",6,6,OPTIMAL,0.09
750,"[7, 239]",4,4,OPTIMAL,0.02
754,"[7, 246]",5,5,OPTIMAL,0.06
758,"[7, 250]",3,3,OPTIMAL,0.02
762,"[8, 10]",2,2,OPTIMAL,0.02
766,"[8, 16]",4,4,OPTIMAL,0.02
770,"[8, 22]",7,7,OPTIMAL,0.55
774,"[8, 26]",5,5,OPTIMAL,0.07
778,"[8, 32]",4,4,OPTIMAL,0.03
782,"[8, 36]",6,6,OPTIMAL,0.12
786,"[8, 40]",5,5,OPTIMAL,0.07
790,"[8, 44]",5,5,OPTIMAL,0.08
794,"[8, 48]",3,3,OPTIMAL,0.02
798,"[8, 52]",5,5,OPTIMAL,0.07
802,"[8, 56]",4,4,OPTIMAL,0.02
806,"[8, 60]",4,4,OPTIMAL,0.03
810,"[8, 96]",5,5,OPTIMAL,0.08
814,"[8, 102]",4,4,OPTIMAL,0.03
818,"[8, 106]",5,5,OPTIMAL,0.08
822,"[8, 112]",3,3,OPTIMAL,0.01
826,"[8, 118]",5,5,OPTIMAL,0.06
830,"[8, 122]",5,5,OPTIMAL,0.06
834,"[8, 128]",3,3,OPTIMAL,0.02
838,"[8, 134]",6,6,OPTIMAL,0.11
842,"[8, 138]",4,4,OPTIMAL,0.03
846,"[8, 144]",5,5,OPTIMAL,0.07
850,"[8, 150]",7,7,OPTIMAL,0.44
854,"[8, 154]",6,6,OPTIMAL,0.11
858,"[8, 160]",3,3,OPTIMAL,0.03
862,"[8, 164]",5,5,OPTIMAL,0.07
866,"[8, 168]",3,3,OPTIMAL,0.02
870,"[8, 173]",5,5,OPTIMAL,0.07
874,"[8, 177]",4,4,OPTIMAL,0.03
878,"[8, 181]",5,5,OPTIMAL,0.07
882,"[8, 185]",5,5,OPTIMAL,0.08
886,"[8, 189]",6,6,OPTIMAL,0.10
890,"[8, 225]",6,6,OPTIMAL,0.10
894,"[8, 231]",5,5,OPTIMAL,0.06
898,"[8, 235]",5,5,OPTIMAL,0.06
902,"[8, 242]",3,3,OPTIMAL,0.01
906,"[8, 248]",3,3,OPTIMAL,0.01
910,"[8, 254]",4,4,OPTIMAL,0.02
914,"[9, 15]",4,4,OPTIMAL,0.03
918,"[9, 19]",6,6,OPTIMAL,0.10
922,"[9, 25]",5,5,OPTIMAL,0.06
926,"[9, 31]",5,5,OPTIMAL,0.06
930,"[9, 35]",6,6,OPTIMAL,0.11
934,"[9, 39]",6,6,OPTIMAL,0.10
938,"[9, 43]",5,5,OPTIMAL,0.06
942,"[9, 47]",5,5,OPTIMAL,0.06
946,"[9, 51]",4,4,OPTIMAL,0.03
950,"[9, 55]",5,5,OPTIMAL,0.06
954,"[9, 59]",5,5,OPTIMAL,0.06
958,"[9, 63]",5,5,OPTIMAL,0.06
962,"[9, 99]",7,7,OPTIMAL,0.38
966,"[9, 105]",6,6,OPTIMAL,0.10
970,"[9, 111]",5,5,OPTIMAL,0.07
974,"[9, 115]",6,6,OPTIMAL,0.11
978,"[9, 121]",6,6,OPTIMAL,0.09
982,"[9, 127]",5,5,OPTIMAL,0.06
986,"[9, 131]",7,7,OPTIMAL,0.42
990,"[9, 137]",5,5,OPTIMAL,0.06
994,"[9, 143]",5,5,OPTIMAL,0.08
998,"[9, 147]",7,7,OPTIMAL,0.42
1002,"[9, 153]",4,4,OPTIMAL,0.03
1006,"[9, 159]",5,5,OPTIMAL,0.08
1010,"[9, 163]",6,6,OPTIMAL,0.10
1014,"[9, 167]",7,7,OPTIMAL,0.44
1018,"[9, 172]",7,7,OPTIMAL,0.40
1022,"[9, 176]",5,5,OPTIMAL,0.08
1026,"[9, 180]",6,6,OPTIMAL,0.11
1030,"[9, 184]",6,6,OPTIMAL,0.12
1034,"[9, 188]",7,7,OPTIMAL,0.50
1038,"[9, 224]",5,5,OPTIMAL,0.11
1042,"[9, 230]",5,5,OPTIMAL,0.10
1046,"[9, 234]",6,6,OPTIMAL,0.14
1050,"[9, 241]",5,5,OPTIMAL,0.08
1054,"[9, 247]",5,5,OPTIMAL,0.09
1058,"[9, 251]",5,5,OPTIMAL,0.10
1062,"[10, 13]",3,3,OPTIMAL,0.03
1066,"[10, 17]",2,2,OPTIMAL,0.01
1070,"[10, 21]",3,3,OPTIMAL,0.04
1074,"[10, 25]",4,4,OPTIMAL,0.04
1078,"[10, 29]",4,4,OPTIMAL,0.03
1082,"[10, 33]",4,4,OPTIMAL,0.04
1086,"[10, 37]",4,4,OPTIMAL,0.03
1090,"[10, 41]",6,6,OPTIMAL,0.19
1094,"[10, 45]",5,5,OPTIMAL,0.16
1098,"[10, 49]",2,2,OPTIMAL,0.03
1102,"[10, 53]",3,3,OPTIMAL,0.03
1106,"[10, 57]",4,4,OPTIMAL,0.08
1110,"[10, 61]",4,4,OPTIMAL,0.05
1114,"[10, 65]",5,5,OPTIMAL,0.11
1118,"[10, 69]",3,3,OPTIMAL,0.02
1122,"[10, 73]",7,7,OPTIMAL,1.06
1126,"[10, 77]",5,5,OPTIMAL,0.07
1130,"[10, 81]",3,3,OPTIMAL,0.02
1134,"[10, 85]",1,1,OPTIMAL,0.04
1138,"[10, 89]",5,5,OPTIMAL,0.07
1142,"[10, 93]",3,3,OPTIMAL,0.03
1146,"[10, 97]",6,6,OPTIMAL,0.11
1150,"[10, 101]",5,5,OPTIMAL,0.07
1154,"[10, 105]",6,6,OPTIMAL,0.11
1158,"[10, 109]",7,7,OPTIMAL,0.81
1162,"[10, 113]",4,4,OPTIMAL,0.02
1166,"[10, 117]",3,3,OPTIMAL,0.01
1170,"[10, 121]",6,6,OPTIMAL,0.10
1174,"[10, 125]",5,5,OPTIMAL,0.06
1178,"[10, 129]",5,5,OPTIMAL,0.06
1182,"[10, 133]",4,4,OPTIMAL,0.02
1186,"[10, 137]",5,5,OPTIMAL,0.07
1190,"[10, 141]",4,4,OPTIMAL,0.03
1194,"[10, 145]",5,5,OPTIMAL,0.07
1198,"[10, 149]",5,5,OPTIMAL,0.06
1202,"[10, 153]",4,4,OPTIMAL,0.02
1206,"[10, 157]",5,5,OPTIMAL,0.06
1210,"[10, 161]",4,4,OPTIMAL,0.02
1214,"[10, 165]",3,3,OPTIMAL,0.02
1218,"[10, 169]",5,5,OPTIMAL,0.06
1222,"[10, 174]",3,3,OPTIMAL,0.01
1226,"[10, 178]",5,5,OPTIMAL,0.07
1230,"[10, 182]",7,7,OPTIMAL,0.72
1234,"[10, 186]",3,3,OPTIMAL,0.01
1238,"[10, 190]",5,5,OPTIMAL,0.06
1242,"[10, 194]",4,4,OPTIMAL,0.02
1246,"[10, 198]",4,4,OPTIMAL,0.02
1250,"[10, 202]",3,3,OPTIMAL,0.01
1254,"[10, 207]",2,2,OPTIMAL,0.02
1258,"[10, 211]",5,5,OPTIMAL,0.06
1262,"[10, 215]",5,5,OPTIMAL,0.06
1266,"[10, 219]",5,5,OPTIMAL,0.06
1270,"[10, 223]",3,3,OPTIMAL,0.01
1274,"[10, 227]",5,5,OPTIMAL,0.06
1278,"[10, 231]",5,5,OPTIMAL,0.06
1282,"[10, 235]",5,5,OPTIMAL,0.06
1286,"[10, 239]",3,3,OPTIMAL,0.01
1290,"[10, 244]",3,3,OPTIMAL,0.01
1294,"[10, 248]",3,3,OPTIMAL,0.01
1298,"[10, 252]",2,2,OPTIMAL,0.01
1302,"[11, 13]",4,4,OPTIMAL,0.02
1306,"[11, 17]",3,3,OPTIMAL,0.01
1310,"[11, 21]",4,4,OPTIMAL,0.02
1314,"[11, 26]",6,6,OPTIMAL,0.10
1318,"[11, 30]",6,6,OPTIMAL,0.09
1322,"[11, 34]",3,3,OPTIMAL,0.01
1326,"[11, 38]",5,5,OPTIMAL,0.06
1330,"[11, 42]",4,4,OPTIMAL,0.02
1334,"[11, 46]",5,5,OPTIMAL,0.05
1338,"[11, 50]",4,4,OPTIMAL,0.02
1342,"[11, 54]",5,5,OPTIMAL,0.07
1346,"[11, 58]",5,5,OPTIMAL,0.06
1350,"[11, 62]",5,5,OPTIMAL,0.06
1354,"[11, 66]",6,6,OPTIMAL,0.10
1358,"[11, 70]",5,5,OPTIMAL,0.06
1362,"[11, 75]",4,4,OPTIMAL,0.02
1366,"[11, 79]",3,3,OPTIMAL,0.02
1370,"[11, 83]",5,5,OPTIMAL,0.07
1374,"[11, 87]",4,4,OPTIMAL,0.03
1378,"[11, 91]",4,4,OPTIMAL,0.04
1382,"[11, 95]",3,3,OPTIMAL,0.01
1386,"[11, 99]",6,6,OPTIMAL,0.11
1390,"[11, 103]",5,5,OPTIMAL,0.06
1394,"[11, 107]",6,6,OPTIMAL,0.10
1398,"[11, 111]",5,5,OPTIMAL,0.07
1402,"[11, 115]",4,4,OPTIMAL,0.03
1406,"[11, 119]",3,3,OPTIMAL,0.01
1410,"[11, 124]",6,6,OPTIMAL,0.10
1414,"[11, 128]",4,4,OPTIMAL,0.02
1418,"[11, 132]",5,5,OPTIMAL,0.06
1422,"[11, 137]",5,5,OPTIMAL,0.05
1426,"[11, 141]",5,5,OPTIMAL,0.06
1430,"[11, 145]",5,5,OPTIMAL,0.06
1434,"[11, 149]",6,6,OPTIMAL,0.09
1438,"[11, 153]",4,4,OPTIMAL,0.02
1442,"[11, 157]",5,5,OPTIMAL,0.06
1446,"[11, 161]",5,5,OPTIMAL,0.05
1450,"[11, 165]",5,5,OPTIMAL,0.06
1454,"[11, 169]",5,5,OPTIMAL,0.05
1458,"[11, 174]",4,4,OPTIMAL,0.01
1462,"[11, 178]",5,5,OPTIMAL,0.06
1466,"[11, 183]",5,5,OPTIMAL,0.06
1470,"[11, 187]",2,2,OPTIMAL,0.01
1474,"[11, 191]",3,3,OPTIMAL,0.01
1478,"[11, 195]",5,5,OPTIMAL,0.05
1482,"[11, 199]",5,5,OPTIMAL,0.05
1486,"[11, 203]",4,4,OPTIMAL,0.01
1490,"[11, 208]",4,4,OPTIMAL,0.02
1494,"[11, 212]",4,4,OPTIMAL,0.02
1498,"[11, 216]",5,5,OPTIMAL,0.06
1502,"[11, 220]",4,4,OPTIMAL,0.02
1506,"[11, 224]",4,4,OPTIMAL,0.01
1510,"[11, 228]",4,4,OPTIMAL,0.02
1514,"[11, 232]",6,6,OPTIMAL,0.10
1518,"[11, 237]",6,6,OPTIMAL,0.09
1522,"[11, 242]",4,4,OPTIMAL,0.01
1526,"[11, 246]",4,4,OPTIMAL,0.01
1530,"[11, 250]",3,3,OPTIMAL,0.01
1534,"[11, 254]",3,3,OPTIMAL,0.01
1538,"[14, 18]",5,5,OPTIMAL,0.06
1542,"[14, 24]",6,6,OPTIMAL,0.09
1546,"[14, 30]",4,4,OPTIMAL,0.02
1550,"[14, 34]",3,3,OPTIMAL,0.01
1554,"[14, 38]",5,5,OPTIMAL,0.06
1558,"[14, 43]",6,6,OPTIMAL,0.09
1562,"[14, 47]",4,4,OPTIMAL,0.02
1566,"[14, 51]",2,2,OPTIMAL,0.01
1570,"[14, 55]",4,4,OPTIMAL,0.02
1574,"[14, 59]",4,4,OPTIMAL,0.02
1578,"[14, 63]",3,3,OPTIMAL,0.01
1582,"[14, 99]",6,6,OPTIMAL,0.09
1586,"[14, 105]",7,7,OPTIMAL,0.38
1590,"[14, 111]",5,5,OPTIMAL,0.06
1594,"[14, 115]",4,4,OPTIMAL,0.02
1598,"[14, 121]",6,6,OPTIMAL,0.09
1602,"[14, 127]",4,4,OPTIMAL,0.02
1606,"[14, 131]",6,6,OPTIMAL,0.09
1610,"[14, 137]",5,5,OPTIMAL,0.06
1614,"[14, 143]",4,4,OPTIMAL,0.02
1618,"[14, 147]",6,6,OPTIMAL,0.09
1622,"[14, 153]",4,4,OPTIMAL,0.02
1626,"[14, 159]",5,5,OPTIMAL,0.06
1630,"[14, 163]",5,5,OPTIMAL,0.06
1634,"[14, 167]",6,6,OPTIMAL,0.10
1638,"[14, 172]",5,5,OPTIMAL,0.06
1642,"[14, 176]",4,4,OPTIMAL,0.02
1646,"[14, 180]",6,6,OPTIMAL,0.10
1650,"[14, 185]",5,5,OPTIMAL,0.06
1654,"[14, 189]",6,6,OPTIMAL,0.10
1658,"[14, 225]",4,4,OPTIMAL,0.03
1662,"[14, 231]",6,6,OPTIMAL,0.13
1666,"[14, 235]",5,5,OPTIMAL,0.07
1670,"[14, 242]",4,4,OPTIMAL,0.02
1674,"[14, 248]",4,4,OPTIMAL,0.03
1678,"[14, 254]",3,3,OPTIMAL,0.02
1682,"[15, 19]",2,2,OPTIMAL,0.03
1686,"[15, 25]",5,4,SUBOPTIMAL,0.10
1690,"[15, 31]",2,2,OPTIMAL,0.01
1694,"[15, 35]",2,2,OPTIMAL,0.01
1698,"[15, 39]",3,3,OPTIMAL,0.02
1702,"[15, 43]",5,4,SUBOPTIMAL,0.11
1706,"[15, 47]",2,2,OPTIMAL,0.01
1710,"[15, 51]",0,0,OPTIMAL,0.00
1714,"[15, 55]",2,2,OPTIMAL,0.01
1718,"[15, 59]",2,2,OPTIMAL,0.01
1722,"[15, 63]",1,1,OPTIMAL,0.03
1726,"[15, 99]",4,4,OPTIMAL,0.03
1730,"[15, 105]",6,6,OPTIMAL,0.12
1734,"[15, 111]",4,4,OPTIMAL,0.04
1738,"[15, 115]",2,2,OPTIMAL,0.02
1742,"[15, 121]",6,6,OPTIMAL,0.16
1746,"[15, 127]",2,2,OPTIMAL,0.03
1750,"[15, 131]",5,4,SUBOPTIMAL,0.09
1754,"[15, 137]",5,4,SUBOPTIMAL,0.10
1758,"[15, 143]",2,2,OPTIMAL,0.01
1762,"[15, 147]",4,4,OPTIMAL,0.02
1766,"[15, 153]",3,3,OPTIMAL,0.01
1770,"[15, 159]",4,4,OPTIMAL,0.03
1774,"[15, 163]",3,3,OPTIMAL,0.01
1778,"[15, 167]",5,4,SUBOPTIMAL,0.09
1782,"[15, 172]",3,3,OPTIMAL,0.01
1786,"[15, 176]",2,2,OPTIMAL,0.02
1790,"[15, 180]",4,4,OPTIMAL,0.02
1794,"[15, 184]",3,3,OPTIMAL,0.01
1798,"[15, 188]",5,4,SUBOPTIMAL,0.09
1802,"[15, 224]",2,2,OPTIMAL,0.01
1806,"[15, 230]",5,4,SUBOPTIMAL,0.08
1810,"[15, 234]",2,2,OPTIMAL,0.01
1814,"[15, 241]",2,2,OPTIMAL,0.01
1818,"[15, 247]",2,2,OPTIMAL,0.01
1822,"[15, 251]",2,2,OPTIMAL,0.01
1826,"[22, 26]",7,7,OPTIMAL,0.33
1830,"[22, 41]",7,7,OPTIMAL,0.35
1834,"[22, 60]",6,6,OPTIMAL,0.10
1838,"[22, 106]",8,8,OPTIMAL,924.09
1842,"[22, 128]",7,7,OPTIMAL,0.37
1846,"[22, 136]",6,6,OPTIMAL,0.12
1850,"[22, 150]",7,7,OPTIMAL,0.44
1854,"[22, 159]",7,7,OPTIMAL,0.44
1858,"[22, 173]",7,7,OPTIMAL,0.33
1862,"[22, 191]",7,7,OPTIMAL,1061.38
1866,"[22, 235]",6,6,OPTIMAL,0.11
1870,"[23, 24]",6,6,OPTIMAL,0.11
1874,"[23, 31]",4,4,OPTIMAL,0.04
1878,"[23, 44]",6,6,OPTIMAL,0.15
1882,"[23, 60]",5,5,OPTIMAL,0.05
1886,"[23, 106]",6,6,OPTIMAL,0.11
1890,"[23, 128]",5,5,OPTIMAL,0.07
1894,"[23, 136]",4,4,OPTIMAL,0.03
1898,"[23, 143]",5,5,OPTIMAL,0.06
1902,"[23, 154]",7,7,OPTIMAL,0.44
1906,"[23, 169]",6,6,OPTIMAL,0.10
1910,"[23, 174]",6,6,OPTIMAL,0.11
1914,"[23, 191]",5,5,OPTIMAL,0.07
1918,"[23, 235]",5,5,OPTIMAL,0.07
1922,"[24, 25]",6,6,OPTIMAL,0.09
1926,"[24, 31]",5,5,OPTIMAL,0.06
1930,"[24, 35]",5,5,OPTIMAL,0.07
1934,"[24, 39]",5,5,OPTIMAL,0.05
1938,"[24, 44]",7,7,OPTIMAL,0.41
1942,"[24, 48]",5,5,OPTIMAL,0.07
1946,"[24, 52]",7,7,OPTIMAL,0.21
1950,"[24, 56]",6,6,OPTIMAL,0.11
1954,"[24, 60]",6,6,OPTIMAL,0.09
1958,"[24, 96]",6,6,OPTIMAL,0.16
1962,"[24, 102]",6,6,OPTIMAL,0.12
1966,"[24, 110]",7,7,OPTIMAL,0.41
1970,"[24, 114]",7,7,OPTIMAL,0.43
1974,"[24, 120]",7,7,OPTIMAL,0.36
1978,"[24, 126]",7,7,OPTIMAL,0.56
1982,"[24, 130]",6,6,OPTIMAL,0.12
1986,"[24, 136]",5,5,OPTIMAL,0.11
1990,"[24, 142]",7,7,OPTIMAL,1070.91
1994,"[24, 147]",8,8,OPTIMAL,298.82
1998,"[24, 154]",7,7,OPTIMAL,0.57
2002,"[24, 160]",5,5,OPTIMAL,0.10
2006,"[24, 164]",7,7,OPTIMAL,0.43
2010,"[24, 168]",6,6,OPTIMAL,0.12
2014,"[24, 173]",7,7,OPTIMAL,0.33
2018,"[24, 177]",7,7,OPTIMAL,0.36
2022,"[24, 181]",7,7,OPTIMAL,0.43
2026,"[24, 186]",5,5,OPTIMAL,0.06
2030,"[24, 190]",6,6,OPTIMAL,0.10
2034,"[24, 226]",5,5,OPTIMAL,0.06
2038,"[24, 232]",6,6,OPTIMAL,0.09
2042,"[24, 239]",5,5,OPTIMAL,0.07
2046,"[24, 246]",7,7,OPTIMAL,0.50
2050,"[24, 250]",5,5,OPTIMAL,0.10
2054,"[25, 27]",5,5,OPTIMAL,0.10
2058,"[25, 33]",7,7,OPTIMAL,0.49
2062,"[25, 37]",6,6,OPTIMAL,0.11
2066,"[25, 42]",5,5,OPTIMAL,0.07
2070,"[25, 46]",6,6,OPTIMAL,0.12
2074,"[25, 50]",6,6,OPTIMAL,0.25
2078,"[25, 54]",7,7,OPTIMAL,0.52
2082,"[25, 59]",4,4,OPTIMAL,0.04
2086,"[25, 63]",5,5,OPTIMAL,0.08
2090,"[25, 102]",5,5,OPTIMAL,0.07
2094,"[25, 110]",6,6,OPTIMAL,0.12
2098,"[25, 115]",6,6,OPTIMAL,0.15
2102,"[25, 121]",6,6,OPTIMAL,0.11
2106,"[25, 127]",5,5,OPTIMAL,0.07
2110,"[25, 131]",7,7,OPTIMAL,0.35
2114,"[25, 137]",6,6,OPTIMAL,0.13
2118,"[25, 144]",6,6,OPTIMAL,0.15
2122,"[25, 152]",6,6,OPTIMAL,0.13
2126,"[25, 159]",6,6,OPTIMAL,0.13
2130,"[25, 163]",6,6,OPTIMAL,0.11
2134,"[25, 168]",5,5,OPTIMAL,0.07
2138,"[25, 173]",7,7,OPTIMAL,0.40
2142,"[25, 177]",6,6,OPTIMAL,0.12
2146,"[25, 181]",7,7,OPTIMAL,0.35
2150,"[25, 186]",6,6,OPTIMAL,0.12
2154,"[25, 190]",7,7,OPTIMAL,0.51
2158,"[25, 226]",5,5,OPTIMAL,0.05
2162,"[25, 233]",7,7,OPTIMAL,0.41
2166,"[25, 239]",5,5,OPTIMAL,0.18
2170,"[25, 246]",5,5,OPTIMAL,0.16
