line_idx,tts,k_theirs,k_opt,verdict,t_sec
457,"[3, 252]",1,1,OPTIMAL,0.03
461,"[6, 8]",5,5,OPTIMAL,0.07
465,"[6, 14]",4,4,OPTIMAL,0.03
469,"[6, 18]",6,6,OPTIMAL,0.11
473,"[6, 24]",6,6,OPTIMAL,0.09
477,"[6, 30]",6,6,OPTIMAL,0.10
481,"[6, 34]",4,4,OPTIMAL,0.04
485,"[6, 38]",5,5,OPTIMAL,0.10
489,"[6, 42]",6,6,OPTIMAL,0.14
493,"[6, 46]",6,6,OPTIMAL,0.13
497,"[6, 50]",5,5,OPTIMAL,0.08
501,"[6, 54]",5,5,OPTIMAL,0.06
505,"[6, 58]",7,7,OPTIMAL,0.41
509,"[6, 62]",6,6,OPTIMAL,0.12
513,"[6, 98]",6,6,OPTIMAL,0.11
517,"[6, 104]",7,7,OPTIMAL,0.47
521,"[6, 110]",6,6,OPTIMAL,0.10
525,"[6, 114]",6,6,OPTIMAL,0.11
529,"[6, 120]",6,6,OPTIMAL,0.10
533,"[6, 126]",6,6,OPTIMAL,0.11
537,"[6, 130]",6,6,OPTIMAL,0.11
541,"[6, 136]",4,4,OPTIMAL,0.04
545,"[6, 142]",5,5,OPTIMAL,0.06
549,"[6, 146]",7,7,OPTIMAL,0.43
553,"[6, 152]",6,6,OPTIMAL,0.12
557,"[6, 158]",7,7,OPTIMAL,0.50
561,"[6, 162]",5,5,OPTIMAL,0.09
565,"[6, 166]",5,5,OPTIMAL,0.09
569,"[6, 171]",5,5,OPTIMAL,0.07
573,"[6, 175]",5,5,OPTIMAL,0.18
577,"[6, 179]",6,6,OPTIMAL,0.17
581,"[6, 183]",6,6,OPTIMAL,0.20
585,"[6, 187]",4,4,OPTIMAL,0.05
589,"[6, 191]",5,5,OPTIMAL,0.13
593,"[6, 227]",7,7,OPTIMAL,0.67
597,"[6, 233]",6,6,OPTIMAL,0.13
601,"[6, 239]",5,5,OPTIMAL,0.09
605,"[6, 246]",5,5,OPTIMAL,0.09
609,"[6, 250]",5,5,OPTIMAL,0.09
613,"[7, 9]",5,5,OPTIMAL,0.09
617,"[7, 15]",2,2,OPTIMAL,0.02
621,"[7, 19]",4,4,OPTIMAL,0.03
625,"[7, 25]",5,5,OPTIMAL,0.08
629,"[7, 31]",4,4,OPTIMAL,0.04
633,"[7, 35]",4,4,OPTIMAL,0.03
637,"[7, 39]",4,4,OPTIMAL,0.02
641,"[7, 44]",6,6,OPTIMAL,0.13
645,"[7, 48]",3,3,OPTIMAL,0.04
649,"[7, 52]",5,5,OPTIMAL,0.09
653,"[7, 56]",4,4,OPTIMAL,0.03
657,"[7, 60]",5,5,OPTIMAL,0.07
661,"[7, 96]",5,5,OPTIMAL,0.08
665,"[7, 102]",4,4,OPTIMAL,0.02
669,"[7, 106]",6,6,OPTIMAL,0.11
673,"[7, 112]",3,3,OPTIMAL,0.03
677,"[7, 118]",5,5,OPTIMAL,0.07
681,"[7, 122]",5,5,OPTIMAL,0.07
685,"[7, 128]",3,3,OPTIMAL,0.03
689,"[7, 134]",6,6,OPTIMAL,0.11
693,"[7, 138]",4,4,OPTIMAL,0.04
697,"[7, 144]",5,5,OPTIMAL,0.06
701,"[7, 150]",7,7,OPTIMAL,0.42
705,"[7, 154]",6,6,OPTIMAL,0.11
709,"[7, 160]",3,3,OPTIMAL,0.01
713,"[7, 164]",5,5,OPTIMAL,0.06
717,"[7, 168]",3,3,OPTIMAL,0.01
721,"[7, 173]",5,5,OPTIMAL,0.06
725,"[7, 177]",5,5,OPTIMAL,0.07
729,"[7, 181]",6,6,OPTIMAL,0.12
733,"[7, 186]",4,4,OPTIMAL,0.03
737,"[7, 190]",6,6,OPTIMAL,0.11
741,"[7, 226]",5,5,OPTIMAL,0.06
745,"[7, 232]",4,4,OPTIMAL,0.02
749,"[7, 238]",3,3,OPTIMAL,0.01
753,"[7, 243]",3,3,OPTIMAL,0.01
757,"[7, 249]",4,4,OPTIMAL,0.02
761,"[8, 9]",5,5,OPTIMAL,0.06
765,"[8, 15]",2,2,OPTIMAL,0.01
769,"[8, 19]",4,4,OPTIMAL,0.03
773,"[8, 25]",4,4,OPTIMAL,0.02
777,"[8, 31]",4,4,OPTIMAL,0.02
781,"[8, 35]",4,4,OPTIMAL,0.02
785,"[8, 39]",4,4,OPTIMAL,0.02
789,"[8, 43]",5,5,OPTIMAL,0.06
793,"[8, 47]",4,4,OPTIMAL,0.02
797,"[8, 51]",2,2,OPTIMAL,0.01
801,"[8, 55]",3,3,OPTIMAL,0.02
805,"[8, 59]",3,3,OPTIMAL,0.03
809,"[8, 63]",3,3,OPTIMAL,0.01
813,"[8, 99]",6,6,OPTIMAL,0.11
817,"[8, 105]",7,7,OPTIMAL,0.46
821,"[8, 111]",5,5,OPTIMAL,0.06
825,"[8, 115]",4,4,OPTIMAL,0.02
829,"[8, 121]",6,6,OPTIMAL,0.12
833,"[8, 127]",3,3,OPTIMAL,0.02
837,"[8, 131]",5,5,OPTIMAL,0.07
841,"[8, 137]",5,5,OPTIMAL,0.06
845,"[8, 143]",3,3,OPTIMAL,0.02
849,"[8, 147]",5,5,OPTIMAL,0.07
853,"[8, 153]",4,4,OPTIMAL,0.05
857,"[8, 159]",5,5,OPTIMAL,0.07
861,"[8, 163]",4,4,OPTIMAL,0.03
865,"[8, 167]",4,4,OPTIMAL,0.02
869,"[8, 172]",4,4,OPTIMAL,0.02
873,"[8, 176]",4,4,OPTIMAL,0.03
877,"[8, 180]",5,5,OPTIMAL,0.08
881,"[8, 184]",4,4,OPTIMAL,0.02
885,"[8, 188]",5,5,OPTIMAL,0.06
889,"[8, 224]",4,4,OPTIMAL,0.02
893,"[8, 230]",4,4,OPTIMAL,0.03
897,"[8, 234]",4,4,OPTIMAL,0.03
901,"[8, 241]",4,4,OPTIMAL,0.03
905,"[8, 247]",2,2,OPTIMAL,0.02
909,"[8, 251]",3,3,OPTIMAL,0.03
913,"[9, 14]",5,5,OPTIMAL,0.07
917,"[9, 18]",6,6,OPTIMAL,0.10
921,"[9, 24]",7,7,OPTIMAL,0.41
925,"[9, 30]",7,7,OPTIMAL,0.41
929,"[9, 34]",4,4,OPTIMAL,0.02
933,"[9, 38]",5,5,OPTIMAL,0.07
937,"[9, 42]",6,6,OPTIMAL,0.10
941,"[9, 46]",6,6,OPTIMAL,0.09
945,"[9, 50]",5,5,OPTIMAL,0.06
949,"[9, 54]",5,5,OPTIMAL,0.06
953,"[9, 58]",6,6,OPTIMAL,0.09
957,"[9, 62]",7,7,OPTIMAL,0.42
961,"[9, 98]",6,6,OPTIMAL,0.09
965,"[9, 104]",7,7,OPTIMAL,0.34
969,"[9, 110]",6,6,OPTIMAL,0.10
973,"[9, 114]",6,6,OPTIMAL,0.11
977,"[9, 120]",7,7,OPTIMAL,0.43
981,"[9, 126]",7,7,OPTIMAL,0.39
985,"[9, 130]",6,6,OPTIMAL,0.12
989,"[9, 136]",4,4,OPTIMAL,0.02
993,"[9, 142]",6,6,OPTIMAL,0.12
997,"[9, 146]",7,7,OPTIMAL,0.37
1001,"[9, 152]",6,6,OPTIMAL,0.09
1005,"[9, 158]",7,7,OPTIMAL,0.45
1009,"[9, 162]",5,5,OPTIMAL,0.08
1013,"[9, 166]",5,5,OPTIMAL,0.08
1017,"[9, 171]",5,5,OPTIMAL,0.09
1021,"[9, 175]",5,5,OPTIMAL,0.09
1025,"[9, 179]",6,6,OPTIMAL,0.12
1029,"[9, 183]",6,6,OPTIMAL,0.13
1033,"[9, 187]",4,4,OPTIMAL,0.04
1037,"[9, 191]",5,5,OPTIMAL,0.08
1041,"[9, 227]",7,7,OPTIMAL,0.48
1045,"[9, 233]",6,6,OPTIMAL,0.18
1049,"[9, 239]",5,5,OPTIMAL,0.14
1053,"[9, 246]",4,4,OPTIMAL,0.04
1057,"[9, 250]",5,5,OPTIMAL,0.10
1061,"[10, 12]",2,2,OPTIMAL,0.04
1065,"[10, 16]",3,3,OPTIMAL,0.03
1069,"[10, 20]",5,5,OPTIMAL,0.11
1073,"[10, 24]",5,5,OPTIMAL,0.08
1077,"[10, 28]",5,5,OPTIMAL,0.10
1081,"[10, 32]",3,3,OPTIMAL,0.03
1085,"[10, 36]",5,5,OPTIMAL,0.10
1089,"[10, 40]",5,5,OPTIMAL,0.10
1093,"[10, 44]",5,5,OPTIMAL,0.10
1097,"[10, 48]",2,2,OPTIMAL,0.02
1101,"[10, 52]",5,5,OPTIMAL,0.13
1105,"[10, 56]",4,4,OPTIMAL,0.03
1109,"[10, 60]",4,4,OPTIMAL,0.10
1113,"[10, 64]",3,3,OPTIMAL,0.04
1117,"[10, 68]",2,2,OPTIMAL,0.03
1121,"[10, 72]",4,4,OPTIMAL,0.04
1125,"[10, 76]",3,3,OPTIMAL,0.03
1129,"[10, 80]",2,2,OPTIMAL,0.03
1133,"[10, 84]",3,3,OPTIMAL,0.04
1137,"[10, 88]",4,4,OPTIMAL,0.03
1141,"[10, 92]",4,4,OPTIMAL,0.03
1145,"[10, 96]",5,5,OPTIMAL,0.09
1149,"[10, 100]",5,5,OPTIMAL,0.11
1153,"[10, 104]",7,7,OPTIMAL,0.68
1157,"[10, 108]",5,5,OPTIMAL,0.08
1161,"[10, 112]",3,3,OPTIMAL,0.02
1165,"[10, 116]",4,4,OPTIMAL,0.04
1169,"[10, 120]",5,5,OPTIMAL,0.08
1173,"[10, 124]",5,5,OPTIMAL,0.07
1177,"[10, 128]",3,3,OPTIMAL,0.02
1181,"[10, 132]",4,4,OPTIMAL,0.03
1185,"[10, 136]",2,2,OPTIMAL,0.02
1189,"[10, 140]",3,3,OPTIMAL,0.02
1193,"[10, 144]",5,5,OPTIMAL,0.08
1197,"[10, 148]",6,6,OPTIMAL,0.12
1201,"[10, 152]",5,5,OPTIMAL,0.08
1205,"[10, 156]",5,5,OPTIMAL,0.07
1209,"[10, 160]",2,2,OPTIMAL,0.01
1213,"[10, 164]",4,4,OPTIMAL,0.02
1217,"[10, 168]",3,3,OPTIMAL,0.02
1221,"[10, 173]",4,4,OPTIMAL,0.04
1225,"[10, 177]",3,3,OPTIMAL,0.01
1229,"[10, 181]",4,4,OPTIMAL,0.02
1233,"[10, 185]",4,4,OPTIMAL,0.02
1237,"[10, 189]",5,5,OPTIMAL,0.07
1241,"[10, 193]",5,5,OPTIMAL,0.06
1245,"[10, 197]",3,3,OPTIMAL,0.02
1249,"[10, 201]",5,5,OPTIMAL,0.06
1253,"[10, 206]",2,2,OPTIMAL,0.01
1257,"[10, 210]",5,5,OPTIMAL,0.06
1261,"[10, 214]",6,6,OPTIMAL,0.10
1265,"[10, 218]",4,4,OPTIMAL,0.02
1269,"[10, 222]",4,4,OPTIMAL,0.03
1273,"[10, 226]",4,4,OPTIMAL,0.02
1277,"[10, 230]",4,4,OPTIMAL,0.02
1281,"[10, 234]",3,3,OPTIMAL,0.01
1285,"[10, 238]",2,2,OPTIMAL,0.01
1289,"[10, 243]",2,2,OPTIMAL,0.01
1293,"[10, 247]",2,2,OPTIMAL,0.01
1297,"[10, 251]",3,3,OPTIMAL,0.01
1301,"[11, 12]",3,3,OPTIMAL,0.01
1305,"[11, 16]",4,4,OPTIMAL,0.02
1309,"[11, 20]",5,5,OPTIMAL,0.06
1313,"[11, 25]",5,5,OPTIMAL,0.06
1317,"[11, 29]",5,5,OPTIMAL,0.06
1321,"[11, 33]",6,6,OPTIMAL,0.10
1325,"[11, 37]",6,6,OPTIMAL,0.09
1329,"[11, 41]",6,6,OPTIMAL,0.10
1333,"[11, 45]",6,6,OPTIMAL,0.09
1337,"[11, 49]",4,4,OPTIMAL,0.02
1341,"[11, 53]",5,5,OPTIMAL,0.06
1345,"[11, 57]",5,5,OPTIMAL,0.06
1349,"[11, 61]",6,6,OPTIMAL,0.09
1353,"[11, 65]",5,5,OPTIMAL,0.06
1357,"[11, 69]",4,4,OPTIMAL,0.02
1361,"[11, 74]",5,5,OPTIMAL,0.06
1365,"[11, 78]",4,4,OPTIMAL,0.02
1369,"[11, 82]",6,6,OPTIMAL,0.09
1373,"[11, 86]",5,5,OPTIMAL,0.06
1377,"[11, 90]",5,5,OPTIMAL,0.07
1381,"[11, 94]",5,5,OPTIMAL,0.07
1385,"[11, 98]",5,5,OPTIMAL,0.06
1389,"[11, 102]",4,4,OPTIMAL,0.02
1393,"[11, 106]",6,6,OPTIMAL,0.10
1397,"[11, 110]",5,5,OPTIMAL,0.06
1401,"[11, 114]",5,5,OPTIMAL,0.06
1405,"[11, 118]",5,5,OPTIMAL,0.06
1409,"[11, 123]",5,5,OPTIMAL,0.06
1413,"[11, 127]",4,4,OPTIMAL,0.02
1417,"[11, 131]",6,6,OPTIMAL,0.09
1421,"[11, 136]",3,3,OPTIMAL,0.01
1425,"[11, 140]",4,4,OPTIMAL,0.02
1429,"[11, 144]",5,5,OPTIMAL,0.06
1433,"[11, 148]",6,6,OPTIMAL,0.09
1437,"[11, 152]",5,5,OPTIMAL,0.06
1441,"[11, 156]",6,6,OPTIMAL,0.08
1445,"[11, 160]",3,3,OPTIMAL,0.01
1449,"[11, 164]",4,4,OPTIMAL,0.02
1453,"[11, 168]",4,4,OPTIMAL,0.01
1457,"[11, 173]",6,6,OPTIMAL,0.09
1461,"[11, 177]",4,4,OPTIMAL,0.01
1465,"[11, 181]",5,5,OPTIMAL,0.05
1469,"[11, 186]",4,4,OPTIMAL,0.01
1473,"[11, 190]",5,5,OPTIMAL,0.06
1477,"[11, 194]",6,6,OPTIMAL,0.09
1481,"[11, 198]",5,5,OPTIMAL,0.06
1485,"[11, 202]",5,5,OPTIMAL,0.06
1489,"[11, 207]",3,3,OPTIMAL,0.01
1493,"[11, 211]",6,6,OPTIMAL,0.10
1497,"[11, 215]",6,6,OPTIMAL,0.12
1501,"[11, 219]",5,5,OPTIMAL,0.06
1505,"[11, 223]",4,4,OPTIMAL,0.02
1509,"[11, 227]",6,6,OPTIMAL,0.15
1513,"[11, 231]",6,6,OPTIMAL,0.09
1517,"[11, 236]",4,4,OPTIMAL,0.02
1521,"[11, 241]",4,4,OPTIMAL,0.02
1525,"[11, 245]",3,3,OPTIMAL,0.01
1529,"[11, 249]",5,5,OPTIMAL,0.06
1533,"[11, 253]",4,4,OPTIMAL,0.02
1537,"[14, 17]",2,2,OPTIMAL,0.01
1541,"[14, 23]",5,5,OPTIMAL,0.06
1545,"[14, 27]",4,4,OPTIMAL,0.02
1549,"[14, 33]",5,5,OPTIMAL,0.06
1553,"[14, 37]",6,6,OPTIMAL,0.10
1557,"[14, 42]",4,4,OPTIMAL,0.02
1561,"[14, 46]",4,4,OPTIMAL,0.01
1565,"[14, 50]",4,4,OPTIMAL,0.02
1569,"[14, 54]",5,5,OPTIMAL,0.05
1573,"[14, 58]",5,5,OPTIMAL,0.05
1577,"[14, 62]",4,4,OPTIMAL,0.02
1581,"[14, 98]",5,5,OPTIMAL,0.06
1585,"[14, 104]",7,7,OPTIMAL,0.36
1589,"[14, 110]",5,5,OPTIMAL,0.06
1593,"[14, 114]",5,5,OPTIMAL,0.06
1597,"[14, 120]",6,6,OPTIMAL,0.09
1601,"[14, 126]",5,5,OPTIMAL,0.06
1605,"[14, 130]",6,6,OPTIMAL,0.09
1609,"[14, 136]",3,3,OPTIMAL,0.01
1613,"[14, 142]",4,4,OPTIMAL,0.01
1617,"[14, 146]",7,7,OPTIMAL,0.41
1621,"[14, 152]",5,5,OPTIMAL,0.06
1625,"[14, 158]",6,6,OPTIMAL,0.08
1629,"[14, 162]",4,4,OPTIMAL,0.02
1633,"[14, 166]",5,5,OPTIMAL,0.06
1637,"[14, 171]",4,4,OPTIMAL,0.02
1641,"[14, 175]",3,3,OPTIMAL,0.01
1645,"[14, 179]",4,4,OPTIMAL,0.02
1649,"[14, 184]",5,5,OPTIMAL,0.05
1653,"[14, 188]",6,6,OPTIMAL,0.09
1657,"[14, 224]",3,3,OPTIMAL,0.01
1661,"[14, 230]",5,5,OPTIMAL,0.06
1665,"[14, 234]",4,4,OPTIMAL,0.02
1669,"[14, 241]",2,2,OPTIMAL,0.01
1673,"[14, 247]",4,4,OPTIMAL,0.02
1677,"[14, 251]",3,3,OPTIMAL,0.01
1681,"[15, 18]",4,4,OPTIMAL,0.03
1685,"[15, 24]",6,5,SUBOPTIMAL,0.14
1689,"[15, 30]",4,4,OPTIMAL,0.03
1693,"[15, 34]",1,1,OPTIMAL,0.01
1697,"[15, 38]",5,4,SUBOPTIMAL,0.08
1701,"[15, 42]",2,2,OPTIMAL,0.01
1705,"[15, 46]",3,3,OPTIMAL,0.01
1709,"[15, 50]",2,2,OPTIMAL,0.01
1713,"[15, 54]",4,4,OPTIMAL,0.02
1717,"[15, 58]",3,3,OPTIMAL,0.01
1721,"[15, 62]",5,4,SUBOPTIMAL,0.08
1725,"[15, 98]",5,4,SUBOPTIMAL,0.08
1729,"[15, 104]",6,6,OPTIMAL,0.12
1733,"[15, 110]",5,4,SUBOPTIMAL,0.09
1737,"[15, 114]",3,3,OPTIMAL,0.01
1741,"[15, 120]",4,4,OPTIMAL,0.02
1745,"[15, 126]",6,5,SUBOPTIMAL,0.15
1749,"[15, 130]",4,4,OPTIMAL,0.04
1753,"[15, 136]",1,1,OPTIMAL,0.01
1757,"[15, 142]",5,4,SUBOPTIMAL,0.09
1761,"[15, 146]",6,6,OPTIMAL,0.12
1765,"[15, 152]",5,4,SUBOPTIMAL,0.09
1769,"[15, 158]",6,6,OPTIMAL,0.13
1773,"[15, 162]",2,2,OPTIMAL,0.02
1777,"[15, 166]",4,4,OPTIMAL,0.03
1781,"[15, 171]",2,2,OPTIMAL,0.02
1785,"[15, 175]",1,1,OPTIMAL,0.02
1789,"[15, 179]",2,2,OPTIMAL,0.01
1793,"[15, 183]",4,4,OPTIMAL,0.04
1797,"[15, 187]",1,1,OPTIMAL,0.02
1801,"[15, 191]",2,2,OPTIMAL,0.01
1805,"[15, 227]",5,4,SUBOPTIMAL,0.10
1809,"[15, 233]",6,6,OPTIMAL,0.14
1813,"[15, 239]",2,2,OPTIMAL,0.01
1817,"[15, 246]",4,4,OPTIMAL,0.03
1821,"[15, 250]",1,1,OPTIMAL,0.01
1825,"[22, 25]",7,7,OPTIMAL,0.37
1829,"[22, 40]",7,7,OPTIMAL,0.37
1833,"[22, 47]",7,7,OPTIMAL,0.48
1837,"[22, 105]",7,7,OPTIMAL,0.36
1841,"[22, 127]",7,7,OPTIMAL,921.45
1845,"[22, 135]",8,8,OPTIMAL,3.31
1849,"[22, 143]",7,7,OPTIMAL,0.64
1853,"[22, 158]",7,7,OPTIMAL,0.40
1857,"[22, 171]",6,6,OPTIMAL,0.10
1861,"[22, 190]",6,6,OPTIMAL,0.10
1865,"[22, 234]",6,6,OPTIMAL,0.09
1869,"[22, 254]",6,6,OPTIMAL,0.11
1873,"[23, 30]",6,6,OPTIMAL,0.11
1877,"[23, 43]",6,6,OPTIMAL,1060.95
1881,"[23, 47]",6,6,OPTIMAL,0.17
1885,"[23, 105]",7,7,OPTIMAL,0.40
1889,"[23, 127]",5,5,OPTIMAL,0.09
1893,"[23, 135]",6,6,OPTIMAL,0.10
1897,"[23, 142]",6,6,OPTIMAL,0.10
1901,"[23, 153]",5,5,OPTIMAL,0.05
1905,"[23, 168]",4,4,OPTIMAL,0.02
1909,"[23, 173]",6,6,OPTIMAL,0.08
1913,"[23, 190]",6,6,OPTIMAL,0.10
1917,"[23, 234]",4,4,OPTIMAL,0.02
1921,"[23, 254]",5,5,OPTIMAL,0.07
1925,"[24, 30]",7,7,OPTIMAL,0.42
1929,"[24, 34]",5,5,OPTIMAL,0.08
1933,"[24, 38]",7,7,OPTIMAL,0.36
1937,"[24, 43]",6,6,OPTIMAL,0.13
1941,"[24, 47]",6,6,OPTIMAL,0.11
1945,"[24, 51]",6,5,SUBOPTIMAL,0.16
1949,"[24, 55]",6,6,OPTIMAL,0.11
1953,"[24, 59]",5,5,OPTIMAL,0.06
1957,"[24, 63]",5,5,OPTIMAL,0.07
1961,"[24, 99]",7,7,OPTIMAL,0.45
1965,"[24, 106]",8,8,OPTIMAL,1074.97
1969,"[24, 113]",7,7,OPTIMAL,0.56
1973,"[24, 119]",5,5,OPTIMAL,0.08
1977,"[24, 123]",6,6,OPTIMAL,0.10
1981,"[24, 129]",7,7,OPTIMAL,0.44
1985,"[24, 135]",7,7,OPTIMAL,0.52
1989,"[24, 139]",7,7,OPTIMAL,294.27
1993,"[24, 145]",7,7,OPTIMAL,0.75
1997,"[24, 153]",6,6,OPTIMAL,0.17
2001,"[24, 159]",6,6,OPTIMAL,0.15
2005,"[24, 163]",5,5,OPTIMAL,0.14
2009,"[24, 167]",6,6,OPTIMAL,0.14
2013,"[24, 172]",7,7,OPTIMAL,0.48
2017,"[24, 176]",6,6,OPTIMAL,0.11
2021,"[24, 180]",8,8,OPTIMAL,3.84
2025,"[24, 185]",7,7,OPTIMAL,0.44
2029,"[24, 189]",7,7,OPTIMAL,0.33
2033,"[24, 225]",7,7,OPTIMAL,0.49
2037,"[24, 231]",5,5,OPTIMAL,0.08
2041,"[24, 238]",5,5,OPTIMAL,0.10
2045,"[24, 243]",5,5,OPTIMAL,0.08
2049,"[24, 249]",6,6,OPTIMAL,0.12
2053,"[25, 26]",6,6,OPTIMAL,0.12
2057,"[25, 32]",5,5,OPTIMAL,0.08
2061,"[25, 36]",7,7,OPTIMAL,0.38
2065,"[25, 41]",7,7,OPTIMAL,0.36
2069,"[25, 45]",7,7,OPTIMAL,0.45
2073,"[25, 49]",5,5,OPTIMAL,0.07
2077,"[25, 53]",6,6,OPTIMAL,0.10
2081,"[25, 58]",6,6,OPTIMAL,0.09
2085,"[25, 62]",7,7,OPTIMAL,0.45
2089,"[25, 99]",8,8,OPTIMAL,4.56
2093,"[25, 106]",7,7,OPTIMAL,0.44
2097,"[25, 114]",6,6,OPTIMAL,0.13
2101,"[25, 120]",6,6,OPTIMAL,0.12
2105,"[25, 126]",7,7,OPTIMAL,1.02
2109,"[25, 130]",6,6,OPTIMAL,0.34
2113,"[25, 136]",4,4,OPTIMAL,0.05
2117,"[25, 143]",5,5,OPTIMAL,0.09
2121,"[25, 150]",7,7,OPTIMAL,0.65
2125,"[25, 155]",7,7,OPTIMAL,0.58
2129,"[25, 162]",4,4,OPTIMAL,0.04
2133,"[25, 166]",6,6,OPTIMAL,0.16
2137,"[25, 172]",6,6,OPTIMAL,0.14
2141,"[25, 176]",5,5,OPTIMAL,0.22
2145,"[25, 180]",7,7,OPTIMAL,0.53
2149,"[25, 185]",6,6,OPTIMAL,0.15
2153,"[25, 189]",7,7,OPTIMAL,0.44
2157,"[25, 225]",7,7,OPTIMAL,0.48
2161,"[25, 231]",6,6,OPTIMAL,0.14
2165,"[25, 238]",4,4,OPTIMAL,0.05
