line_idx,tts,k_theirs,k_opt,verdict,t_sec
543,"[6, 138]",6,6,OPTIMAL,0.16
547,"[6, 144]",5,5,OPTIMAL,0.09
551,"[6, 150]",6,6,OPTIMAL,0.11
555,"[6, 154]",7,7,OPTIMAL,0.52
559,"[6, 160]",5,5,OPTIMAL,0.07
563,"[6, 164]",7,7,OPTIMAL,0.33
567,"[6, 168]",5,5,OPTIMAL,0.07
571,"[6, 173]",7,7,OPTIMAL,0.37
575,"[6, 177]",6,6,OPTIMAL,0.11
579,"[6, 181]",7,7,OPTIMAL,0.40
583,"[6, 185]",5,5,OPTIMAL,0.06
587,"[6, 189]",7,7,OPTIMAL,0.39
591,"[6, 225]",6,6,OPTIMAL,0.08
595,"[6, 231]",6,6,OPTIMAL,0.10
599,"[6, 235]",6,6,OPTIMAL,0.10
603,"[6, 242]",5,5,OPTIMAL,0.05
607,"[6, 248]",4,4,OPTIMAL,0.03
611,"[6, 254]",5,5,OPTIMAL,0.07
615,"[7, 11]",4,4,OPTIMAL,0.02
619,"[7, 17]",3,3,OPTIMAL,0.02
623,"[7, 23]",4,4,OPTIMAL,0.02
627,"[7, 27]",5,5,OPTIMAL,0.06
631,"[7, 33]",6,6,OPTIMAL,0.09
635,"[7, 37]",6,6,OPTIMAL,0.09
639,"[7, 42]",4,4,OPTIMAL,0.03
643,"[7, 46]",5,5,OPTIMAL,0.07
647,"[7, 50]",4,4,OPTIMAL,0.02
651,"[7, 54]",5,5,OPTIMAL,0.07
655,"[7, 58]",5,5,OPTIMAL,0.08
659,"[7, 62]",6,6,OPTIMAL,0.10
663,"[7, 98]",5,5,OPTIMAL,0.07
667,"[7, 104]",6,6,OPTIMAL,0.09
671,"[7, 110]",5,5,OPTIMAL,0.06
675,"[7, 114]",4,4,OPTIMAL,0.05
679,"[7, 120]",4,4,OPTIMAL,0.03
683,"[7, 126]",6,6,OPTIMAL,0.10
687,"[7, 130]",5,5,OPTIMAL,0.06
691,"[7, 136]",2,2,OPTIMAL,0.01
695,"[7, 142]",5,5,OPTIMAL,0.07
699,"[7, 146]",7,7,OPTIMAL,0.55
703,"[7, 152]",5,5,OPTIMAL,0.06
707,"[7, 158]",7,7,OPTIMAL,0.49
711,"[7, 162]",4,4,OPTIMAL,0.03
715,"[7, 166]",5,5,OPTIMAL,0.05
719,"[7, 171]",4,4,OPTIMAL,0.02
723,"[7, 175]",3,3,OPTIMAL,0.02
727,"[7, 179]",4,4,OPTIMAL,0.02
731,"[7, 184]",4,4,OPTIMAL,0.02
735,"[7, 188]",6,6,OPTIMAL,0.11
739,"[7, 224]",4,4,OPTIMAL,0.02
743,"[7, 230]",5,5,OPTIMAL,0.06
747,"[7, 234]",4,4,OPTIMAL,0.02
751,"[7, 241]",4,4,OPTIMAL,0.02
755,"[7, 247]",3,3,OPTIMAL,0.01
759,"[7, 251]",3,3,OPTIMAL,0.01
763,"[8, 11]",3,3,OPTIMAL,0.01
767,"[8, 17]",3,3,OPTIMAL,0.02
771,"[8, 23]",5,5,OPTIMAL,0.06
775,"[8, 27]",4,4,OPTIMAL,0.02
779,"[8, 33]",5,5,OPTIMAL,0.06
783,"[8, 37]",5,5,OPTIMAL,0.06
787,"[8, 41]",6,6,OPTIMAL,0.11
791,"[8, 45]",5,5,OPTIMAL,0.06
795,"[8, 49]",3,3,OPTIMAL,0.01
799,"[8, 53]",4,4,OPTIMAL,0.02
803,"[8, 57]",4,4,OPTIMAL,0.02
807,"[8, 61]",5,5,OPTIMAL,0.07
811,"[8, 97]",7,7,OPTIMAL,0.51
815,"[8, 103]",5,5,OPTIMAL,0.07
819,"[8, 107]",7,7,OPTIMAL,0.49
823,"[8, 113]",5,5,OPTIMAL,0.06
827,"[8, 119]",2,2,OPTIMAL,0.01
831,"[8, 123]",5,5,OPTIMAL,0.06
835,"[8, 129]",6,6,OPTIMAL,0.10
839,"[8, 135]",4,4,OPTIMAL,0.02
843,"[8, 139]",4,4,OPTIMAL,0.02
847,"[8, 145]",5,5,OPTIMAL,0.07
851,"[8, 151]",6,6,OPTIMAL,0.12
855,"[8, 155]",5,5,OPTIMAL,0.09
859,"[8, 161]",5,5,OPTIMAL,0.08
863,"[8, 165]",4,4,OPTIMAL,0.04
867,"[8, 169]",5,5,OPTIMAL,0.09
871,"[8, 174]",3,3,OPTIMAL,0.03
875,"[8, 178]",5,5,OPTIMAL,0.10
879,"[8, 182]",6,6,OPTIMAL,0.13
883,"[8, 186]",4,4,OPTIMAL,0.03
887,"[8, 190]",5,5,OPTIMAL,0.07
891,"[8, 226]",4,4,OPTIMAL,0.03
895,"[8, 232]",5,5,OPTIMAL,0.06
899,"[8, 238]",3,3,OPTIMAL,0.02
903,"[8, 243]",2,2,OPTIMAL,0.01
907,"[8, 249]",5,5,OPTIMAL,0.08
911,"[9, 10]",5,5,OPTIMAL,0.07
915,"[9, 16]",5,5,OPTIMAL,0.07
919,"[9, 22]",6,6,OPTIMAL,0.11
923,"[9, 26]",7,7,OPTIMAL,0.53
927,"[9, 32]",5,5,OPTIMAL,0.07
931,"[9, 36]",6,6,OPTIMAL,0.12
935,"[9, 40]",6,6,OPTIMAL,0.15
939,"[9, 44]",7,7,OPTIMAL,0.58
943,"[9, 48]",5,5,OPTIMAL,0.09
947,"[9, 52]",6,6,OPTIMAL,0.15
951,"[9, 56]",7,7,OPTIMAL,0.54
955,"[9, 60]",7,7,OPTIMAL,0.60
959,"[9, 96]",5,5,OPTIMAL,0.10
963,"[9, 102]",4,4,OPTIMAL,0.05
967,"[9, 106]",7,7,OPTIMAL,0.48
971,"[9, 112]",5,5,OPTIMAL,0.07
975,"[9, 118]",5,5,OPTIMAL,0.07
979,"[9, 122]",7,7,OPTIMAL,0.46
983,"[9, 128]",5,5,OPTIMAL,0.10
987,"[9, 134]",6,6,OPTIMAL,0.10
991,"[9, 138]",6,6,OPTIMAL,0.12
995,"[9, 144]",5,5,OPTIMAL,0.07
999,"[9, 150]",6,6,OPTIMAL,0.09
1003,"[9, 154]",7,7,OPTIMAL,0.39
1007,"[9, 160]",5,5,OPTIMAL,0.06
1011,"[9, 164]",6,6,OPTIMAL,0.09
1015,"[9, 168]",5,5,OPTIMAL,0.06
1019,"[9, 173]",6,6,OPTIMAL,0.09
1023,"[9, 177]",6,6,OPTIMAL,0.09
1027,"[9, 181]",7,7,OPTIMAL,0.38
1031,"[9, 185]",5,5,OPTIMAL,0.06
1035,"[9, 189]",6,6,OPTIMAL,0.09
1039,"[9, 225]",7,7,OPTIMAL,0.48
1043,"[9, 231]",7,7,OPTIMAL,0.41
1047,"[9, 235]",6,6,OPTIMAL,0.10
1051,"[9, 242]",4,4,OPTIMAL,0.02
1055,"[9, 248]",5,5,OPTIMAL,0.06
1059,"[9, 254]",5,5,OPTIMAL,0.06
1063,"[10, 14]",3,3,OPTIMAL,0.01
1067,"[10, 18]",4,4,OPTIMAL,0.02
1071,"[10, 22]",7,7,OPTIMAL,0.75
1075,"[10, 26]",4,4,OPTIMAL,0.03
1079,"[10, 30]",5,5,OPTIMAL,0.06
1083,"[10, 34]",2,2,OPTIMAL,0.01
1087,"[10, 38]",5,5,OPTIMAL,0.06
1091,"[10, 42]",3,3,OPTIMAL,0.02
1095,"[10, 46]",4,4,OPTIMAL,0.02
1099,"[10, 50]",3,3,OPTIMAL,0.02
1103,"[10, 54]",5,5,OPTIMAL,0.09
1107,"[10, 58]",3,3,OPTIMAL,0.01
1111,"[10, 62]",5,5,OPTIMAL,0.06
1115,"[10, 66]",5,5,OPTIMAL,0.06
1119,"[10, 70]",4,4,OPTIMAL,0.02
1123,"[10, 74]",4,4,OPTIMAL,0.02
1127,"[10, 78]",3,3,OPTIMAL,0.01
1131,"[10, 82]",4,4,OPTIMAL,0.02
1135,"[10, 86]",5,5,OPTIMAL,0.07
1139,"[10, 90]",3,3,OPTIMAL,0.01
1143,"[10, 94]",4,4,OPTIMAL,0.02
1147,"[10, 98]",5,5,OPTIMAL,0.06
1151,"[10, 102]",4,4,OPTIMAL,0.02
1155,"[10, 106]",5,5,OPTIMAL,0.06
1159,"[10, 110]",5,5,OPTIMAL,0.06
1163,"[10, 114]",4,4,OPTIMAL,0.02
1167,"[10, 118]",5,5,OPTIMAL,0.06
1171,"[10, 122]",4,4,OPTIMAL,0.02
1175,"[10, 126]",5,5,OPTIMAL,0.06
1179,"[10, 130]",5,5,OPTIMAL,0.06
1183,"[10, 134]",6,6,OPTIMAL,0.10
1187,"[10, 138]",3,3,OPTIMAL,0.01
1191,"[10, 142]",4,4,OPTIMAL,0.02
1195,"[10, 146]",7,7,OPTIMAL,0.53
1199,"[10, 150]",6,6,OPTIMAL,0.09
1203,"[10, 154]",5,5,OPTIMAL,0.06
1207,"[10, 158]",6,6,OPTIMAL,0.11
1211,"[10, 162]",3,3,OPTIMAL,0.01
1215,"[10, 166]",5,5,OPTIMAL,0.06
1219,"[10, 171]",3,3,OPTIMAL,0.01
1223,"[10, 175]",2,2,OPTIMAL,0.01
1227,"[10, 179]",3,3,OPTIMAL,0.01
1231,"[10, 183]",4,4,OPTIMAL,0.02
1235,"[10, 187]",2,2,OPTIMAL,0.01
1239,"[10, 191]",3,3,OPTIMAL,0.01
1243,"[10, 195]",4,4,OPTIMAL,0.02
1247,"[10, 199]",4,4,OPTIMAL,0.02
1251,"[10, 203]",5,5,OPTIMAL,0.06
1255,"[10, 208]",3,3,OPTIMAL,0.01
1259,"[10, 212]",4,4,OPTIMAL,0.02
1263,"[10, 216]",4,4,OPTIMAL,0.02
1267,"[10, 220]",3,3,OPTIMAL,0.01
1271,"[10, 224]",3,3,OPTIMAL,0.01
1275,"[10, 228]",3,3,OPTIMAL,0.01
1279,"[10, 232]",5,5,OPTIMAL,0.06
1283,"[10, 236]",3,3,OPTIMAL,0.01
1287,"[10, 241]",3,3,OPTIMAL,0.01
1291,"[10, 245]",1,1,OPTIMAL,0.01
1295,"[10, 249]",5,5,OPTIMAL,0.06
1299,"[10, 253]",2,2,OPTIMAL,0.01
1303,"[11, 14]",4,4,OPTIMAL,0.02
1307,"[11, 18]",6,6,OPTIMAL,0.09
1311,"[11, 23]",6,6,OPTIMAL,0.09
1315,"[11, 27]",4,4,OPTIMAL,0.02
1319,"[11, 31]",4,4,OPTIMAL,0.02
1323,"[11, 35]",4,4,OPTIMAL,0.02
1327,"[11, 39]",5,5,OPTIMAL,0.06
1331,"[11, 43]",4,4,OPTIMAL,0.02
1335,"[11, 47]",4,4,OPTIMAL,0.03
1339,"[11, 51]",2,2,OPTIMAL,0.01
1343,"[11, 55]",4,4,OPTIMAL,0.02
1347,"[11, 59]",3,3,OPTIMAL,0.01
1351,"[11, 63]",3,3,OPTIMAL,0.01
1355,"[11, 67]",5,5,OPTIMAL,0.05
1359,"[11, 71]",4,4,OPTIMAL,0.02
1363,"[11, 76]",4,4,OPTIMAL,0.02
1367,"[11, 80]",3,3,OPTIMAL,0.02
1371,"[11, 84]",3,3,OPTIMAL,0.02
1375,"[11, 88]",5,5,OPTIMAL,0.06
1379,"[11, 92]",5,5,OPTIMAL,0.06
1383,"[11, 96]",5,5,OPTIMAL,0.06
1387,"[11, 100]",5,5,OPTIMAL,0.06
1391,"[11, 104]",7,7,OPTIMAL,0.42
1395,"[11, 108]",6,6,OPTIMAL,0.09
1399,"[11, 112]",4,4,OPTIMAL,0.03
1403,"[11, 116]",4,4,OPTIMAL,0.02
1407,"[11, 120]",6,6,OPTIMAL,0.09
1411,"[11, 125]",6,6,OPTIMAL,0.10
1415,"[11, 129]",6,6,OPTIMAL,0.11
1419,"[11, 133]",6,6,OPTIMAL,0.11
1423,"[11, 138]",4,4,OPTIMAL,0.03
1427,"[11, 142]",6,6,OPTIMAL,0.10
1431,"[11, 146]",7,7,OPTIMAL,0.45
1435,"[11, 150]",7,7,OPTIMAL,0.43
1439,"[11, 154]",6,6,OPTIMAL,0.10
1443,"[11, 158]",7,7,OPTIMAL,0.45
1447,"[11, 162]",4,4,OPTIMAL,0.01
1451,"[11, 166]",5,5,OPTIMAL,0.06
1455,"[11, 171]",3,3,OPTIMAL,0.01
1459,"[11, 175]",3,3,OPTIMAL,0.01
1463,"[11, 179]",4,4,OPTIMAL,0.01
1467,"[11, 184]",4,4,OPTIMAL,0.02
1471,"[11, 188]",5,5,OPTIMAL,0.06
1475,"[11, 192]",3,3,OPTIMAL,0.01
1479,"[11, 196]",3,3,OPTIMAL,0.01
1483,"[11, 200]",4,4,OPTIMAL,0.02
1487,"[11, 205]",4,4,OPTIMAL,0.01
1491,"[11, 209]",5,5,OPTIMAL,0.06
1495,"[11, 213]",4,4,OPTIMAL,0.02
1499,"[11, 217]",5,5,OPTIMAL,0.05
1503,"[11, 221]",3,3,OPTIMAL,0.01
1507,"[11, 225]",6,6,OPTIMAL,0.10
1511,"[11, 229]",6,6,OPTIMAL,0.09
1515,"[11, 234]",4,4,OPTIMAL,0.02
1519,"[11, 238]",3,3,OPTIMAL,0.01
1523,"[11, 243]",3,3,OPTIMAL,0.02
1527,"[11, 247]",3,3,OPTIMAL,0.01
1531,"[11, 251]",3,3,OPTIMAL,0.02
1535,"[14, 15]",2,2,OPTIMAL,0.01
1539,"[14, 19]",4,4,OPTIMAL,0.03
1543,"[14, 25]",5,5,OPTIMAL,0.06
1547,"[14, 31]",3,3,OPTIMAL,0.03
1551,"[14, 35]",4,4,OPTIMAL,920.88
1555,"[14, 39]",5,5,OPTIMAL,0.17
1559,"[14, 44]",6,6,OPTIMAL,0.10
1563,"[14, 48]",3,3,OPTIMAL,0.02
1567,"[14, 52]",5,5,OPTIMAL,0.06
1571,"[14, 56]",6,6,OPTIMAL,0.11
1575,"[14, 60]",5,5,OPTIMAL,0.18
1579,"[14, 96]",5,5,OPTIMAL,0.10
1583,"[14, 102]",4,4,OPTIMAL,0.03
1587,"[14, 106]",6,6,OPTIMAL,0.13
1591,"[14, 112]",4,4,OPTIMAL,0.03
1595,"[14, 118]",5,5,OPTIMAL,0.07
1599,"[14, 122]",6,6,OPTIMAL,0.11
1603,"[14, 128]",4,4,OPTIMAL,0.03
1607,"[14, 134]",6,6,OPTIMAL,0.11
1611,"[14, 138]",4,4,OPTIMAL,0.02
1615,"[14, 144]",5,5,OPTIMAL,0.08
1619,"[14, 150]",7,7,OPTIMAL,0.41
1623,"[14, 154]",6,6,OPTIMAL,0.10
1627,"[14, 160]",3,3,OPTIMAL,0.03
1631,"[14, 164]",5,5,OPTIMAL,0.06
1635,"[14, 168]",4,4,OPTIMAL,0.03
1639,"[14, 173]",5,5,OPTIMAL,0.07
1643,"[14, 177]",4,4,OPTIMAL,0.04
1647,"[14, 181]",6,6,OPTIMAL,0.12
1651,"[14, 186]",4,4,OPTIMAL,0.02
1655,"[14, 190]",5,5,OPTIMAL,0.08
1659,"[14, 226]",4,4,OPTIMAL,0.02
1663,"[14, 232]",5,5,OPTIMAL,0.07
1667,"[14, 238]",2,2,OPTIMAL,0.02
1671,"[14, 243]",3,3,OPTIMAL,0.02
1675,"[14, 249]",4,4,OPTIMAL,0.02
1679,"[15, 16]",2,2,OPTIMAL,0.02
1683,"[15, 22]",6,6,OPTIMAL,0.12
1687,"[15, 26]",5,4,SUBOPTIMAL,0.10
1691,"[15, 32]",2,2,OPTIMAL,0.01
1695,"[15, 36]",6,5,SUBOPTIMAL,0.17
1699,"[15, 40]",4,4,OPTIMAL,0.03
1703,"[15, 44]",5,4,SUBOPTIMAL,0.08
1707,"[15, 48]",1,1,OPTIMAL,0.01
1711,"[15, 52]",5,4,SUBOPTIMAL,0.10
1715,"[15, 56]",5,4,SUBOPTIMAL,0.10
1719,"[15, 60]",3,3,OPTIMAL,0.02
1723,"[15, 96]",4,4,OPTIMAL,0.05
1727,"[15, 102]",3,3,OPTIMAL,0.02
1731,"[15, 106]",4,4,OPTIMAL,0.04
1735,"[15, 112]",2,2,OPTIMAL,0.03
1739,"[15, 118]",5,4,SUBOPTIMAL,0.14
1743,"[15, 122]",5,4,SUBOPTIMAL,0.10
1747,"[15, 128]",2,2,OPTIMAL,0.01
1751,"[15, 134]",6,6,OPTIMAL,0.14
1755,"[15, 138]",2,2,OPTIMAL,0.02
1759,"[15, 144]",4,4,OPTIMAL,0.04
1763,"[15, 150]",6,6,OPTIMAL,0.13
1767,"[15, 154]",4,4,OPTIMAL,0.02
1771,"[15, 160]",1,1,OPTIMAL,0.01
1775,"[15, 164]",5,4,SUBOPTIMAL,0.11
1779,"[15, 168]",2,2,OPTIMAL,0.01
1783,"[15, 173]",5,4,SUBOPTIMAL,0.09
1787,"[15, 177]",3,3,OPTIMAL,0.01
1791,"[15, 181]",5,4,SUBOPTIMAL,0.09
1795,"[15, 185]",5,4,SUBOPTIMAL,0.09
1799,"[15, 189]",6,5,SUBOPTIMAL,0.16
1803,"[15, 225]",4,4,OPTIMAL,0.03
1807,"[15, 231]",6,5,SUBOPTIMAL,0.16
1811,"[15, 235]",4,4,OPTIMAL,0.03
1815,"[15, 242]",2,2,OPTIMAL,0.02
1819,"[15, 248]",2,2,OPTIMAL,0.02
1823,"[15, 254]",2,2,OPTIMAL,0.01
1827,"[22, 30]",6,6,OPTIMAL,0.09
1831,"[22, 42]",7,7,OPTIMAL,1061.50
1835,"[22, 62]",6,6,OPTIMAL,0.17
1839,"[22, 111]",7,7,OPTIMAL,0.46
1843,"[22, 129]",8,8,OPTIMAL,2.85
1847,"[22, 137]",6,6,OPTIMAL,0.10
1851,"[22, 153]",6,6,OPTIMAL,0.10
1855,"[22, 168]",6,6,OPTIMAL,0.11
1859,"[22, 175]",7,7,OPTIMAL,1070.82
1863,"[22, 232]",6,6,OPTIMAL,0.25
1867,"[22, 238]",6,6,OPTIMAL,0.39
1871,"[23, 26]",6,6,OPTIMAL,0.38
1875,"[23, 40]",5,5,OPTIMAL,0.12
1879,"[23, 45]",7,7,OPTIMAL,0.74
1883,"[23, 63]",4,4,OPTIMAL,0.03
1887,"[23, 111]",6,6,OPTIMAL,0.13
1891,"[23, 129]",7,7,OPTIMAL,0.50
1895,"[23, 138]",6,6,OPTIMAL,0.20
1899,"[23, 150]",7,7,OPTIMAL,0.65
1903,"[23, 155]",6,6,OPTIMAL,0.14
1907,"[23, 171]",5,5,OPTIMAL,0.09
1911,"[23, 175]",5,5,OPTIMAL,0.07
1915,"[23, 232]",4,4,OPTIMAL,0.03
1919,"[23, 238]",4,4,OPTIMAL,0.03
1923,"[24, 26]",6,6,OPTIMAL,0.11
1927,"[24, 32]",6,6,OPTIMAL,0.13
1931,"[24, 36]",7,7,OPTIMAL,0.40
1935,"[24, 40]",7,7,OPTIMAL,0.69
1939,"[24, 45]",8,8,OPTIMAL,298.48
1943,"[24, 49]",6,6,OPTIMAL,0.13
1947,"[24, 53]",7,7,OPTIMAL,0.49
1951,"[24, 57]",7,7,OPTIMAL,0.38
1955,"[24, 61]",7,7,OPTIMAL,0.48
1959,"[24, 97]",8,8,OPTIMAL,2.72
1963,"[24, 103]",6,6,OPTIMAL,0.10
1967,"[24, 111]",7,7,OPTIMAL,0.63
1971,"[24, 115]",6,6,OPTIMAL,0.19
1975,"[24, 121]",8,8,OPTIMAL,3.18
1979,"[24, 127]",6,6,OPTIMAL,0.18
1983,"[24, 131]",7,7,OPTIMAL,0.36
1987,"[24, 137]",7,7,OPTIMAL,0.40
1991,"[24, 143]",6,6,OPTIMAL,0.12
1995,"[24, 150]",9,9,OPTIMAL,21.44
1999,"[24, 155]",7,7,OPTIMAL,0.34
2003,"[24, 161]",7,7,OPTIMAL,0.42
2007,"[24, 165]",6,6,OPTIMAL,0.12
2011,"[24, 169]",8,8,OPTIMAL,3.96
2015,"[24, 174]",6,6,OPTIMAL,0.11
2019,"[24, 178]",6,6,OPTIMAL,0.11
2023,"[24, 183]",7,7,OPTIMAL,0.45
2027,"[24, 187]",5,5,OPTIMAL,0.07
2031,"[24, 191]",6,6,OPTIMAL,0.13
2035,"[24, 227]",6,6,OPTIMAL,0.12
2039,"[24, 234]",6,6,OPTIMAL,0.10
2043,"[24, 241]",6,6,OPTIMAL,0.10
2047,"[24, 247]",5,5,OPTIMAL,0.07
2051,"[24, 251]",6,6,OPTIMAL,0.16
2055,"[25, 30]",7,7,OPTIMAL,0.56
2059,"[25, 34]",4,4,OPTIMAL,0.07
2063,"[25, 38]",6,6,OPTIMAL,0.15
2067,"[25, 43]",6,6,OPTIMAL,0.14
2071,"[25, 47]",5,5,OPTIMAL,0.08
2075,"[25, 51]",5,4,SUBOPTIMAL,0.16
2079,"[25, 55]",5,5,OPTIMAL,0.12
2083,"[25, 60]",6,6,OPTIMAL,0.15
2087,"[25, 96]",6,6,OPTIMAL,0.14
2091,"[25, 103]",6,6,OPTIMAL,0.13
2095,"[25, 111]",6,6,OPTIMAL,0.11
2099,"[25, 118]",6,6,OPTIMAL,0.12
2103,"[25, 122]",7,7,OPTIMAL,0.45
2107,"[25, 128]",5,5,OPTIMAL,0.10
2111,"[25, 134]",6,6,OPTIMAL,0.11
2115,"[25, 138]",6,6,OPTIMAL,0.10
2119,"[25, 145]",6,6,OPTIMAL,0.12
2123,"[25, 153]",5,5,OPTIMAL,0.05
2127,"[25, 160]",5,5,OPTIMAL,0.08
2131,"[25, 164]",7,7,OPTIMAL,0.37
2135,"[25, 169]",7,7,OPTIMAL,0.37
2139,"[25, 174]",5,5,OPTIMAL,0.06
2143,"[25, 178]",6,6,OPTIMAL,0.10
2147,"[25, 182]",7,7,OPTIMAL,0.36
2151,"[25, 187]",4,4,OPTIMAL,0.02
2155,"[25, 191]",5,5,OPTIMAL,0.06
2159,"[25, 227]",6,6,OPTIMAL,0.09
2163,"[25, 234]",6,6,OPTIMAL,0.11
2167,"[25, 241]",5,5,OPTIMAL,241.45
